,北京,上海,福州,廈門
2019-02-28-01,114.0,31.0,45.0,57.0
2019-02-28-02,103.0,30.0,49.0,70.0
2019-02-28-03,80.0,31.0,57.0,73.0
2019-02-28-04,72.0,30.0,54.0,81.0
2019-02-28-05,74.0,33.0,18.0,92.0
2019-02-28-06,75.0,36.0,33.0,70.0
2019-02-28-07,77.0,36.0,40.0,82.0
2019-02-28-08,84.0,36.0,19.0,91.0
2019-02-28-09,83.0,38.0,28.0,56.0
2019-02-28-10,77.0,43.0,32.0,58.0
2019-02-28-11,70.0,43.0,31.0,76.0
2019-02-28-12,73.0,40.0,27.0,86.0
2019-02-28-13,54.0,39.0,25.0,112.0
2019-02-28-14,73.0,45.0,14.0,96.0
2019-02-28-15,91.0,45.0,16.0,94.0
2019-02-28-16,98.0,47.0,21.0,73.0
2019-02-28-17,114.0,46.0,19.0,50.0
2019-02-28-18,118.0,46.0,15.0,46.0
2019-02-28-19,167.0,47.0,11.0,48.0
2019-02-28-20,190.0,50.0,11.0,39.0
2019-02-28-21,197.0,44.0,10.0,34.0
2019-02-28-22,195.0,43.0,10.0,25.0
2019-02-28-23,178.0,43.0,11.0,28.0
2019-03-01-00,178.0,46.0,12.0,35.0
2019-03-01-01,142.0,45.0,16.0,29.0
2019-03-01-02,141.0,44.0,20.0,28.0
2019-03-01-03,129.0,45.0,20.0,27.0
2019-03-01-04,114.0,43.0,20.0,29.0
2019-03-01-05,100.0,41.0,-999.0,28.0
2019-03-01-06,92.0,45.0,26.0,29.0
2019-03-01-07,98.0,48.0,24.0,29.0
2019-03-01-08,106.0,56.0,22.0,26.0
2019-03-01-09,109.0,68.0,21.0,29.0
2019-03-01-10,97.0,75.0,20.0,27.0
2019-03-01-11,95.0,93.0,25.0,44.0
2019-03-01-12,82.0,121.0,21.0,39.0
2019-03-01-13,109.0,146.0,21.0,43.0
2019-03-01-14,124.0,151.0,19.0,40.0
2019-03-01-15,116.0,150.0,25.0,45.0
2019-03-01-16,125.0,161.0,37.0,54.0
2019-03-01-17,139.0,173.0,44.0,48.0
2019-03-01-18,166.0,168.0,50.0,47.0
2019-03-01-19,199.0,-999.0,44.0,39.0
2019-03-01-20,195.0,-999.0,31.0,34.0
2019-03-01-21,194.0,-999.0,22.0,29.0
2019-03-01-22,208.0,-999.0,20.0,34.0
2019-03-01-23,206.0,-999.0,22.0,37.0
2019-03-02-00,221.0,-999.0,18.0,37.0
2019-03-02-01,171.0,-999.0,12.0,51.0
2019-03-02-02,190.0,-999.0,-999.0,74.0
2019-03-02-03,-999.0,-999.0,-999.0,64.0
2019-03-02-04,205.0,-999.0,-999.0,66.0
2019-03-02-05,201.0,37.0,-999.0,74.0
2019-03-02-06,235.0,44.0,-999.0,73.0
2019-03-02-07,243.0,-999.0,-999.0,73.0
2019-03-02-08,233.0,44.0,-999.0,68.0
2019-03-02-09,-999.0,45.0,-999.0,78.0
2019-03-02-10,-999.0,47.0,-999.0,65.0
2019-03-02-11,-999.0,-999.0,33.0,66.0
2019-03-02-12,-999.0,54.0,34.0,66.0
2019-03-02-13,-999.0,72.0,39.0,79.0
2019-03-02-14,-999.0,89.0,38.0,75.0
2019-03-02-15,92.0,-999.0,62.0,57.0
2019-03-02-16,119.0,48.0,63.0,44.0
2019-03-02-17,138.0,37.0,63.0,46.0
2019-03-02-18,137.0,37.0,64.0,39.0
2019-03-02-19,148.0,47.0,51.0,34.0
2019-03-02-20,153.0,55.0,52.0,43.0
2019-03-02-21,163.0,53.0,38.0,57.0
2019-03-02-22,150.0,57.0,17.0,37.0
2019-03-02-23,150.0,60.0,19.0,44.0
2019-03-03-00,154.0,67.0,14.0,57.0
2019-03-03-01,159.0,69.0,15.0,96.0
2019-03-03-02,165.0,67.0,14.0,103.0
2019-03-03-03,173.0,70.0,15.0,61.0
2019-03-03-04,163.0,70.0,-999.0,54.0
2019-03-03-05,192.0,71.0,17.0,50.0
2019-03-03-06,189.0,77.0,11.0,51.0
2019-03-03-07,169.0,85.0,13.0,51.0
2019-03-03-08,170.0,83.0,15.0,46.0
2019-03-03-09,164.0,84.0,12.0,31.0
2019-03-03-10,177.0,83.0,14.0,45.0
2019-03-03-11,173.0,79.0,16.0,28.0
2019-03-03-12,-999.0,91.0,18.0,24.0
2019-03-03-13,-999.0,88.0,26.0,-999.0
2019-03-03-14,-999.0,91.0,26.0,30.0
2019-03-03-15,-999.0,89.0,24.0,28.0
2019-03-03-16,173.0,86.0,29.0,31.0
2019-03-03-17,158.0,90.0,33.0,37.0
2019-03-03-18,149.0,96.0,42.0,34.0
2019-03-03-19,131.0,99.0,36.0,36.0
2019-03-03-20,131.0,100.0,35.0,45.0
2019-03-03-21,121.0,88.0,32.0,33.0
2019-03-03-22,125.0,86.0,31.0,32.0
2019-03-03-23,156.0,87.0,34.0,34.0
2019-03-04-00,135.0,91.0,42.0,31.0
2019-03-04-01,161.0,91.0,40.0,51.0
2019-03-04-02,159.0,110.0,39.0,57.0
2019-03-04-03,175.0,106.0,45.0,63.0
2019-03-04-04,-999.0,107.0,42.0,68.0
2019-03-04-05,-999.0,109.0,30.0,74.0
2019-03-04-06,-999.0,-999.0,27.0,55.0
2019-03-04-07,-999.0,-999.0,20.0,43.0
2019-03-04-08,110.0,-999.0,26.0,22.0
2019-03-04-09,80.0,-999.0,25.0,24.0
2019-03-04-10,48.0,85.0,22.0,25.0
2019-03-04-11,39.0,87.0,22.0,48.0
2019-03-04-12,62.0,89.0,32.0,43.0
2019-03-04-13,-999.0,93.0,33.0,34.0
2019-03-04-14,-999.0,95.0,35.0,34.0
2019-03-04-15,25.0,95.0,40.0,41.0
2019-03-04-16,25.0,95.0,43.0,31.0
2019-03-04-17,28.0,94.0,50.0,42.0
2019-03-04-18,48.0,107.0,51.0,30.0
2019-03-04-19,80.0,117.0,33.0,35.0
2019-03-04-20,119.0,134.0,35.0,41.0
2019-03-04-21,131.0,128.0,33.0,40.0
2019-03-04-22,142.0,122.0,29.0,39.0
2019-03-04-23,150.0,133.0,25.0,24.0
2019-03-05-00,165.0,129.0,32.0,21.0
2019-03-05-01,187.0,-999.0,26.0,21.0
2019-03-05-02,208.0,-999.0,25.0,28.0
2019-03-05-03,208.0,-999.0,25.0,32.0
2019-03-05-04,206.0,-999.0,31.0,24.0
2019-03-05-05,230.0,-999.0,34.0,28.0
2019-03-05-06,-999.0,-999.0,38.0,31.0
2019-03-05-07,130.0,76.0,39.0,37.0
2019-03-05-08,120.0,98.0,42.0,45.0
2019-03-05-09,48.0,-999.0,46.0,46.0
2019-03-05-10,-999.0,104.0,47.0,54.0
2019-03-05-11,34.0,-999.0,47.0,53.0
2019-03-05-12,65.0,-999.0,50.0,44.0
2019-03-05-13,50.0,89.0,63.0,44.0
2019-03-05-14,38.0,82.0,35.0,41.0
2019-03-05-15,49.0,74.0,16.0,59.0
2019-03-05-16,43.0,67.0,13.0,35.0
2019-03-05-17,47.0,-999.0,27.0,-999.0
2019-03-05-18,39.0,-999.0,17.0,19.0
2019-03-05-19,39.0,-999.0,15.0,20.0
2019-03-05-20,51.0,-999.0,19.0,21.0
2019-03-05-21,39.0,-999.0,23.0,28.0
2019-03-05-22,23.0,-999.0,21.0,26.0
2019-03-05-23,14.0,-999.0,21.0,22.0
2019-03-06-00,12.0,-999.0,19.0,22.0
2019-03-06-01,11.0,-999.0,22.0,30.0
2019-03-06-02,13.0,-999.0,25.0,28.0
2019-03-06-03,11.0,-999.0,20.0,30.0
2019-03-06-04,13.0,-999.0,-999.0,28.0
2019-03-06-05,17.0,-999.0,-999.0,31.0
2019-03-06-06,21.0,-999.0,19.0,28.0
2019-03-06-08,28.0,83.0,19.0,37.0
2019-03-06-09,39.0,83.0,21.0,62.0
2019-03-06-10,35.0,98.0,25.0,59.0
2019-03-06-11,27.0,73.0,29.0,47.0
2019-03-06-12,27.0,79.0,25.0,57.0
2019-03-06-13,22.0,77.0,19.0,45.0
2019-03-06-14,21.0,67.0,10.0,42.0
2019-03-06-15,13.0,71.0,16.0,48.0
2019-03-06-16,16.0,74.0,23.0,66.0
2019-03-06-17,16.0,80.0,29.0,68.0
2019-03-06-18,13.0,91.0,26.0,23.0
2019-03-06-19,16.0,104.0,15.0,19.0
2019-03-06-20,25.0,117.0,16.0,19.0
2019-03-06-21,25.0,129.0,17.0,21.0
2019-03-06-22,27.0,155.0,18.0,10.0
2019-03-06-23,-999.0,-999.0,-999.0,-999.0
2019-03-07-00,26.0,204.0,22.0,7.0
2019-03-07-01,32.0,-999.0,24.0,-999.0
2019-03-07-02,35.0,170.0,25.0,26.0
2019-03-07-03,29.0,-999.0,28.0,22.0
2019-03-07-04,25.0,-999.0,21.0,30.0
2019-03-07-05,35.0,-999.0,25.0,28.0
2019-03-07-06,32.0,-999.0,25.0,29.0
2019-03-07-07,35.0,104.0,28.0,29.0
2019-03-07-08,39.0,109.0,32.0,22.0
2019-03-07-09,28.0,100.0,35.0,19.0
2019-03-07-10,24.0,85.0,33.0,30.0
2019-03-07-11,21.0,84.0,38.0,38.0
2019-03-07-12,11.0,78.0,47.0,41.0
2019-03-07-13,19.0,67.0,54.0,50.0
2019-03-07-14,18.0,51.0,-999.0,82.0
2019-03-07-15,23.0,49.0,-999.0,53.0
2019-03-07-16,21.0,44.0,-999.0,46.0
2019-03-07-17,28.0,43.0,-999.0,62.0
2019-03-07-18,43.0,43.0,-999.0,-999.0
2019-03-07-19,64.0,43.0,66.0,65.0
2019-03-07-20,74.0,44.0,62.0,91.0
2019-03-07-21,80.0,37.0,63.0,90.0
2019-03-07-22,84.0,39.0,57.0,81.0
2019-03-07-23,82.0,34.0,50.0,109.0
2019-03-08-00,90.0,35.0,58.0,68.0
2019-03-08-01,102.0,34.0,50.0,72.0
2019-03-08-02,97.0,34.0,46.0,58.0
2019-03-08-03,99.0,32.0,42.0,38.0
2019-03-08-04,97.0,31.0,39.0,46.0
2019-03-08-05,97.0,34.0,43.0,33.0
2019-03-08-06,90.0,34.0,40.0,34.0
2019-03-08-07,87.0,42.0,45.0,33.0
2019-03-08-08,85.0,48.0,42.0,16.0
2019-03-08-09,84.0,43.0,36.0,20.0
2019-03-08-10,96.0,36.0,31.0,21.0
2019-03-08-11,102.0,33.0,26.0,14.0
2019-03-08-12,110.0,35.0,31.0,23.0
2019-03-08-13,117.0,37.0,31.0,16.0
2019-03-08-14,103.0,41.0,31.0,22.0
2019-03-08-15,100.0,43.0,37.0,18.0
2019-03-08-16,99.0,48.0,46.0,27.0
2019-03-08-17,100.0,51.0,42.0,26.0
2019-03-08-18,105.0,53.0,43.0,33.0
2019-03-08-19,109.0,51.0,46.0,31.0
2019-03-08-20,111.0,50.0,44.0,25.0
2019-03-08-21,116.0,47.0,37.0,25.0
2019-03-08-22,121.0,49.0,34.0,20.0
2019-03-08-23,121.0,49.0,38.0,21.0
2019-03-09-00,124.0,45.0,32.0,-999.0
2019-03-09-01,134.0,41.0,27.0,14.0
2019-03-09-02,119.0,37.0,22.0,11.0
2019-03-09-03,110.0,33.0,20.0,12.0
2019-03-09-04,111.0,27.0,17.0,12.0
2019-03-09-05,111.0,-999.0,19.0,10.0
2019-03-09-06,114.0,-999.0,12.0,8.0
2019-03-09-07,130.0,-999.0,14.0,10.0
2019-03-09-08,133.0,84.0,13.0,8.0
2019-03-09-09,136.0,31.0,16.0,12.0
2019-03-09-10,144.0,-999.0,16.0,11.0
2019-03-09-11,147.0,20.0,17.0,17.0
2019-03-09-12,145.0,27.0,16.0,25.0
2019-03-09-13,132.0,16.0,17.0,21.0
2019-03-09-14,120.0,-999.0,12.0,18.0
2019-03-09-15,117.0,20.0,9.0,-999.0
2019-03-09-16,113.0,23.0,14.0,21.0
2019-03-09-17,113.0,22.0,15.0,18.0
2019-03-09-18,111.0,28.0,17.0,23.0
2019-03-09-19,110.0,34.0,24.0,33.0
2019-03-09-20,111.0,42.0,29.0,36.0
2019-03-09-21,103.0,51.0,29.0,37.0
2019-03-09-22,107.0,62.0,24.0,28.0
2019-03-09-23,131.0,75.0,22.0,22.0
2019-03-10-00,125.0,78.0,22.0,29.0
2019-03-10-01,110.0,-999.0,21.0,37.0
2019-03-10-02,102.0,74.0,19.0,37.0
2019-03-10-03,-999.0,-999.0,22.0,40.0
2019-03-10-04,92.0,-999.0,18.0,39.0
2019-03-10-05,-999.0,-999.0,16.0,32.0
2019-03-10-06,86.0,-999.0,15.0,32.0
2019-03-10-07,197.0,-999.0,12.0,35.0
2019-03-10-08,156.0,62.0,16.0,43.0
2019-03-10-09,129.0,66.0,19.0,58.0
2019-03-10-10,129.0,65.0,20.0,37.0
2019-03-10-11,139.0,53.0,12.0,24.0
2019-03-10-12,138.0,37.0,14.0,46.0
2019-03-10-13,-999.0,23.0,16.0,54.0
2019-03-10-14,-999.0,21.0,17.0,53.0
2019-03-10-15,-999.0,33.0,16.0,38.0
2019-03-10-16,-999.0,37.0,17.0,40.0
2019-03-10-17,101.0,43.0,20.0,49.0
2019-03-10-18,117.0,53.0,23.0,51.0
2019-03-10-19,-999.0,53.0,29.0,46.0
2019-03-10-20,-999.0,56.0,41.0,39.0
2019-03-10-21,-999.0,59.0,50.0,41.0
2019-03-10-22,-999.0,56.0,42.0,40.0
2019-03-10-23,-999.0,58.0,35.0,32.0
2019-03-11-00,-999.0,60.0,15.0,36.0
2019-03-11-01,-999.0,57.0,23.0,50.0
2019-03-11-02,-999.0,56.0,22.0,56.0
2019-03-11-03,-999.0,56.0,34.0,57.0
2019-03-11-04,-999.0,55.0,40.0,65.0
2019-03-11-05,15.0,62.0,42.0,68.0
2019-03-11-06,-999.0,61.0,46.0,75.0
2019-03-11-07,15.0,61.0,45.0,59.0
2019-03-11-08,25.0,68.0,50.0,60.0
2019-03-11-09,28.0,73.0,50.0,50.0
2019-03-11-10,27.0,82.0,53.0,41.0
2019-03-11-11,22.0,78.0,60.0,52.0
2019-03-11-12,28.0,90.0,57.0,54.0
2019-03-11-13,36.0,96.0,42.0,57.0
2019-03-11-14,30.0,102.0,50.0,60.0
2019-03-11-15,32.0,135.0,50.0,55.0
2019-03-11-16,45.0,146.0,51.0,57.0
2019-03-11-17,39.0,155.0,59.0,51.0
2019-03-11-18,50.0,173.0,60.0,59.0
2019-03-11-19,53.0,176.0,53.0,52.0
2019-03-11-20,47.0,170.0,55.0,45.0
2019-03-11-21,47.0,152.0,53.0,41.0
2019-03-11-22,35.0,154.0,58.0,56.0
2019-03-11-23,28.0,154.0,69.0,47.0
2019-03-12-00,26.0,154.0,81.0,52.0
2019-03-12-01,26.0,145.0,77.0,74.0
2019-03-12-02,26.0,128.0,61.0,81.0
2019-03-12-03,23.0,145.0,58.0,83.0
2019-03-12-04,17.0,147.0,55.0,84.0
2019-03-12-05,22.0,145.0,55.0,71.0
2019-03-12-06,25.0,140.0,56.0,84.0
2019-03-12-07,27.0,142.0,60.0,78.0
2019-03-12-08,34.0,151.0,62.0,91.0
2019-03-12-09,24.0,162.0,63.0,86.0
2019-03-12-10,26.0,159.0,66.0,93.0
2019-03-12-11,30.0,145.0,67.0,82.0
2019-03-12-12,25.0,127.0,53.0,59.0
2019-03-12-13,23.0,106.0,48.0,59.0
2019-03-12-14,18.0,95.0,46.0,65.0
2019-03-12-15,22.0,96.0,51.0,58.0
2019-03-12-16,25.0,108.0,64.0,47.0
2019-03-12-17,30.0,108.0,86.0,40.0
2019-03-12-18,32.0,141.0,82.0,42.0
2019-03-12-19,31.0,126.0,82.0,48.0
2019-03-12-20,33.0,95.0,72.0,48.0
2019-03-12-21,31.0,84.0,82.0,54.0
2019-03-12-22,29.0,72.0,87.0,57.0
2019-03-12-23,23.0,70.0,112.0,60.0
2019-03-13-00,23.0,73.0,102.0,66.0
2019-03-13-01,22.0,69.0,87.0,64.0
2019-03-13-02,23.0,64.0,81.0,81.0
2019-03-13-03,21.0,63.0,75.0,108.0
2019-03-13-04,26.0,61.0,69.0,114.0
2019-03-13-05,30.0,56.0,78.0,114.0
2019-03-13-06,31.0,59.0,80.0,129.0
2019-03-13-07,37.0,58.0,84.0,129.0
2019-03-13-08,54.0,63.0,84.0,128.0
2019-03-13-09,41.0,64.0,89.0,121.0
2019-03-13-10,28.0,64.0,93.0,76.0
2019-03-13-11,22.0,67.0,101.0,74.0
2019-03-13-12,15.0,70.0,101.0,73.0
2019-03-13-13,15.0,68.0,92.0,74.0
2019-03-13-14,16.0,67.0,84.0,59.0
2019-03-13-15,23.0,68.0,65.0,56.0
2019-03-13-16,25.0,76.0,75.0,57.0
2019-03-13-17,29.0,79.0,85.0,57.0
2019-03-13-18,31.0,76.0,87.0,61.0
2019-03-13-19,38.0,82.0,87.0,56.0
2019-03-13-20,49.0,106.0,85.0,77.0
2019-03-13-21,42.0,80.0,81.0,84.0
2019-03-13-22,35.0,74.0,81.0,76.0
2019-03-13-23,21.0,70.0,77.0,85.0
2019-03-14-00,18.0,66.0,75.0,81.0
2019-03-14-01,17.0,62.0,75.0,79.0
2019-03-14-02,16.0,54.0,79.0,76.0
2019-03-14-03,22.0,45.0,75.0,73.0
2019-03-14-04,28.0,38.0,74.0,88.0
2019-03-14-05,25.0,36.0,71.0,81.0
2019-03-14-06,24.0,36.0,76.0,92.0
2019-03-14-07,32.0,35.0,79.0,102.0
2019-03-14-08,52.0,27.0,94.0,116.0
2019-03-14-09,48.0,24.0,90.0,80.0
2019-03-14-10,41.0,20.0,99.0,69.0
2019-03-14-11,23.0,26.0,72.0,90.0
2019-03-14-12,15.0,27.0,74.0,108.0
2019-03-14-13,17.0,28.0,68.0,113.0
2019-03-14-14,22.0,28.0,83.0,92.0
2019-03-14-15,33.0,34.0,94.0,111.0
2019-03-14-16,31.0,35.0,74.0,103.0
2019-03-14-17,37.0,35.0,51.0,74.0
2019-03-14-18,33.0,36.0,42.0,72.0
2019-03-14-19,37.0,32.0,33.0,68.0
2019-03-14-20,43.0,33.0,23.0,52.0
2019-03-14-21,64.0,34.0,15.0,36.0
2019-03-14-22,98.0,31.0,15.0,21.0
2019-03-14-23,132.0,38.0,18.0,15.0
2019-03-15-00,121.0,34.0,21.0,13.0
2019-03-15-01,78.0,-999.0,21.0,7.0
2019-03-15-02,57.0,-999.0,21.0,10.0
2019-03-15-03,49.0,-999.0,20.0,12.0
2019-03-15-04,41.0,-999.0,19.0,13.0
2019-03-15-05,39.0,44.0,21.0,10.0
2019-03-15-06,44.0,49.0,24.0,12.0
2019-03-15-07,47.0,54.0,24.0,14.0
2019-03-15-08,-999.0,-999.0,-999.0,-999.0
2019-03-15-09,30.0,62.0,33.0,36.0
2019-03-15-10,22.0,66.0,31.0,48.0
2019-03-15-11,15.0,67.0,29.0,40.0
2019-03-15-12,18.0,69.0,35.0,46.0
2019-03-15-13,17.0,75.0,29.0,44.0
2019-03-15-14,20.0,77.0,25.0,39.0
2019-03-15-15,25.0,90.0,29.0,42.0
2019-03-15-16,34.0,95.0,35.0,50.0
2019-03-15-17,48.0,85.0,47.0,40.0
2019-03-15-18,65.0,75.0,60.0,43.0
2019-03-15-19,71.0,78.0,63.0,49.0
2019-03-15-20,70.0,91.0,71.0,63.0
2019-03-15-21,77.0,83.0,70.0,65.0
2019-03-15-22,79.0,62.0,75.0,68.0
2019-03-15-23,80.0,66.0,71.0,74.0
2019-03-16-00,82.0,63.0,73.0,74.0
2019-03-16-01,80.0,58.0,71.0,91.0
2019-03-16-02,83.0,55.0,63.0,84.0
2019-03-16-03,76.0,59.0,55.0,66.0
2019-03-16-04,76.0,56.0,50.0,59.0
2019-03-16-05,75.0,54.0,46.0,45.0
2019-03-16-06,69.0,57.0,50.0,41.0
2019-03-16-07,78.0,61.0,50.0,43.0
2019-03-16-08,81.0,69.0,53.0,49.0
2019-03-16-09,79.0,64.0,56.0,56.0
2019-03-16-10,76.0,77.0,55.0,60.0
2019-03-16-11,76.0,84.0,48.0,51.0
2019-03-16-12,74.0,73.0,50.0,55.0
2019-03-16-13,69.0,77.0,57.0,57.0
2019-03-16-14,60.0,82.0,56.0,57.0
2019-03-16-15,61.0,78.0,56.0,66.0
2019-03-16-16,56.0,78.0,60.0,68.0
2019-03-16-17,44.0,86.0,65.0,72.0
2019-03-16-18,37.0,104.0,64.0,72.0
2019-03-16-19,34.0,99.0,57.0,72.0
2019-03-16-20,35.0,99.0,61.0,74.0
2019-03-16-21,40.0,99.0,62.0,80.0
2019-03-16-22,35.0,97.0,61.0,77.0
2019-03-16-23,33.0,83.0,63.0,77.0
2019-03-17-00,38.0,74.0,61.0,75.0
2019-03-17-01,51.0,75.0,57.0,74.0
2019-03-17-02,57.0,73.0,54.0,63.0
2019-03-17-03,53.0,73.0,50.0,57.0
2019-03-17-04,67.0,73.0,47.0,57.0
2019-03-17-05,74.0,76.0,50.0,52.0
2019-03-17-06,94.0,84.0,54.0,56.0
2019-03-17-07,110.0,91.0,58.0,59.0
2019-03-17-08,115.0,109.0,56.0,61.0
2019-03-17-09,114.0,116.0,62.0,63.0
2019-03-17-10,109.0,117.0,62.0,68.0
2019-03-17-11,101.0,108.0,67.0,67.0
2019-03-17-12,101.0,92.0,69.0,66.0
2019-03-17-13,100.0,90.0,67.0,76.0
2019-03-17-14,101.0,102.0,67.0,77.0
2019-03-17-15,100.0,128.0,74.0,75.0
2019-03-17-16,109.0,131.0,73.0,63.0
2019-03-17-17,114.0,132.0,66.0,64.0
2019-03-17-18,110.0,138.0,51.0,70.0
2019-03-17-19,107.0,102.0,51.0,73.0
2019-03-17-20,110.0,82.0,45.0,78.0
2019-03-17-21,111.0,-999.0,42.0,70.0
2019-03-17-22,113.0,56.0,-999.0,58.0
2019-03-17-23,114.0,56.0,-999.0,49.0
2019-03-18-00,111.0,-999.0,35.0,49.0
2019-03-18-01,111.0,-999.0,36.0,48.0
2019-03-18-02,116.0,62.0,-999.0,55.0
2019-03-18-03,119.0,72.0,35.0,51.0
2019-03-18-04,119.0,64.0,-999.0,67.0
2019-03-18-05,122.0,-999.0,-999.0,66.0
2019-03-18-06,126.0,-999.0,-999.0,70.0
2019-03-18-07,130.0,41.0,-999.0,70.0
2019-03-18-08,143.0,29.0,-999.0,72.0
2019-03-18-09,137.0,18.0,-999.0,78.0
2019-03-18-10,143.0,14.0,30.0,81.0
2019-03-18-11,141.0,23.0,34.0,74.0
2019-03-18-12,148.0,23.0,35.0,62.0
2019-03-18-13,142.0,21.0,38.0,54.0
2019-03-18-14,158.0,25.0,35.0,52.0
2019-03-18-15,144.0,27.0,37.0,-999.0
2019-03-18-16,132.0,27.0,43.0,78.0
2019-03-18-17,145.0,26.0,46.0,46.0
2019-03-18-18,158.0,32.0,49.0,36.0
2019-03-18-19,147.0,36.0,50.0,38.0
2019-03-18-20,163.0,41.0,44.0,39.0
2019-03-18-21,173.0,45.0,49.0,41.0
2019-03-18-22,176.0,46.0,58.0,54.0
2019-03-18-23,180.0,49.0,74.0,36.0
2019-03-19-00,185.0,50.0,65.0,59.0
2019-03-19-01,192.0,37.0,57.0,63.0
2019-03-19-02,193.0,68.0,45.0,49.0
2019-03-19-03,188.0,55.0,30.0,38.0
2019-03-19-04,175.0,54.0,32.0,42.0
2019-03-19-05,168.0,-999.0,34.0,-999.0
2019-03-19-06,167.0,62.0,32.0,-999.0
2019-03-19-07,167.0,66.0,33.0,55.0
2019-03-19-08,184.0,72.0,40.0,68.0
2019-03-19-09,199.0,-999.0,58.0,71.0
2019-03-19-10,217.0,-999.0,63.0,68.0
2019-03-19-11,219.0,40.0,66.0,66.0
2019-03-19-12,213.0,32.0,71.0,60.0
2019-03-19-13,209.0,31.0,67.0,52.0
2019-03-19-14,184.0,29.0,61.0,47.0
2019-03-19-15,157.0,29.0,50.0,41.0
2019-03-19-16,135.0,34.0,49.0,34.0
2019-03-19-17,113.0,38.0,43.0,41.0
2019-03-19-18,124.0,43.0,45.0,28.0
2019-03-19-19,130.0,43.0,45.0,31.0
2019-03-19-20,140.0,38.0,41.0,29.0
2019-03-19-21,153.0,38.0,47.0,29.0
2019-03-19-22,155.0,32.0,53.0,32.0
2019-03-19-23,130.0,30.0,62.0,40.0
2019-03-20-00,126.0,25.0,59.0,46.0
2019-03-20-01,120.0,22.0,50.0,45.0
2019-03-20-02,109.0,21.0,47.0,54.0
2019-03-20-03,101.0,15.0,43.0,55.0
2019-03-20-04,102.0,21.0,34.0,54.0
2019-03-20-05,94.0,22.0,43.0,56.0
2019-03-20-06,99.0,26.0,42.0,65.0
2019-03-20-07,100.0,32.0,61.0,68.0
2019-03-20-08,141.0,41.0,63.0,72.0
2019-03-20-09,128.0,37.0,50.0,68.0
2019-03-20-10,123.0,35.0,47.0,80.0
2019-03-20-11,118.0,37.0,63.0,74.0
2019-03-20-12,107.0,47.0,69.0,80.0
2019-03-20-13,117.0,56.0,65.0,66.0
2019-03-20-14,119.0,59.0,65.0,75.0
2019-03-20-15,127.0,69.0,65.0,94.0
2019-03-20-16,111.0,69.0,67.0,67.0
2019-03-20-17,71.0,72.0,87.0,64.0
2019-03-20-18,50.0,82.0,71.0,69.0
2019-03-20-19,76.0,88.0,70.0,58.0
2019-03-20-20,73.0,103.0,78.0,44.0
2019-03-20-21,78.0,80.0,76.0,46.0
2019-03-20-22,64.0,76.0,77.0,42.0
2019-03-20-23,59.0,62.0,80.0,39.0
2019-03-21-00,57.0,64.0,86.0,37.0
2019-03-21-01,48.0,72.0,91.0,47.0
2019-03-21-02,38.0,-999.0,85.0,67.0
2019-03-21-03,28.0,-999.0,88.0,72.0
2019-03-21-04,29.0,-999.0,77.0,57.0
2019-03-21-05,24.0,-999.0,63.0,69.0
2019-03-21-06,28.0,-999.0,64.0,65.0
2019-03-21-07,32.0,59.0,70.0,59.0
2019-03-21-08,33.0,70.0,80.0,82.0
2019-03-21-10,38.0,75.0,95.0,102.0
2019-03-21-11,24.0,64.0,91.0,83.0
2019-03-21-12,15.0,90.0,89.0,60.0
2019-03-21-13,14.0,94.0,81.0,45.0
2019-03-21-14,12.0,-999.0,96.0,29.0
2019-03-21-15,14.0,-999.0,98.0,30.0
2019-03-21-16,14.0,55.0,101.0,34.0
2019-03-21-17,14.0,42.0,98.0,31.0
2019-03-21-18,20.0,23.0,85.0,44.0
2019-03-21-19,21.0,21.0,81.0,42.0
2019-03-21-20,22.0,31.0,61.0,53.0
2019-03-21-21,22.0,33.0,49.0,53.0
2019-03-21-22,20.0,39.0,46.0,54.0
2019-03-21-23,20.0,41.0,40.0,57.0
2019-03-22-00,24.0,38.0,43.0,65.0
2019-03-22-01,21.0,32.0,39.0,82.0
2019-03-22-02,20.0,31.0,39.0,78.0
2019-03-22-03,19.0,31.0,32.0,68.0
2019-03-22-04,21.0,35.0,33.0,-999.0
2019-03-22-05,23.0,38.0,37.0,-999.0
2019-03-22-06,26.0,38.0,26.0,-999.0
2019-03-22-07,27.0,42.0,25.0,-999.0
2019-03-22-08,30.0,41.0,20.0,40.0
2019-03-22-09,22.0,40.0,18.0,42.0
2019-03-22-10,18.0,39.0,15.0,47.0
2019-03-22-11,15.0,40.0,25.0,45.0
2019-03-22-12,14.0,37.0,18.0,48.0
2019-03-22-13,16.0,40.0,12.0,44.0
2019-03-22-14,19.0,36.0,7.0,29.0
2019-03-22-15,23.0,35.0,9.0,28.0
2019-03-22-16,30.0,35.0,10.0,32.0
2019-03-22-17,26.0,33.0,10.0,32.0
2019-03-22-18,30.0,32.0,13.0,34.0
2019-03-22-19,49.0,34.0,12.0,29.0
2019-03-22-20,70.0,34.0,18.0,25.0
2019-03-22-21,72.0,29.0,19.0,19.0
2019-03-22-22,64.0,26.0,23.0,14.0
2019-03-22-23,50.0,23.0,32.0,14.0
2019-03-23-00,50.0,16.0,35.0,10.0
2019-03-23-01,43.0,17.0,35.0,16.0
2019-03-23-02,36.0,16.0,31.0,16.0
2019-03-23-03,24.0,23.0,27.0,18.0
