,北京,上海,福州,廈門
2019-03-14-19,6.37,22.83,12.74,14.87
2019-03-14-20,7.97,25.49,12.74,12.21
2019-03-14-21,5.31,27.08,11.15,10.09
2019-03-14-22,5.84,28.14,9.03,9.03
2019-03-14-23,6.9,28.67,8.5,7.43
2019-03-15-00,5.84,25.49,8.5,7.43
2019-03-15-01,6.9,23.36,9.03,7.43
2019-03-15-02,7.97,23.9,9.56,5.84
2019-03-15-03,7.43,24.43,9.03,4.78
2019-03-15-04,5.84,23.9,9.03,5.31
2019-03-15-05,4.25,26.02,10.62,5.84
2019-03-15-06,3.72,30.8,10.62,5.84
2019-03-15-07,4.25,35.05,10.62,9.03
2019-03-15-08,-999.0,-999.0,-999.0,-999.0
2019-03-15-09,4.25,38.76,13.81,26.02
2019-03-15-10,4.25,39.83,11.15,24.96
2019-03-15-11,3.72,35.05,12.74,21.77
2019-03-15-12,4.25,31.33,14.34,18.05
2019-03-15-13,4.78,31.33,10.09,15.4
2019-03-15-14,5.31,22.83,11.15,10.62
2019-03-15-15,6.9,23.9,11.15,11.15
2019-03-15-16,7.43,27.61,12.21,9.56
2019-03-15-17,9.03,22.3,14.87,10.62
2019-03-15-18,10.62,25.49,18.05,12.21
2019-03-15-19,11.68,36.11,25.49,17.52
2019-03-15-20,13.81,38.76,29.2,27.61
2019-03-15-21,16.99,26.55,34.52,37.17
2019-03-15-22,20.18,26.55,41.42,37.7
2019-03-15-23,20.71,26.02,36.64,39.83
2019-03-16-00,23.9,22.3,34.52,44.6
2019-03-16-01,24.96,19.12,32.92,48.32
2019-03-16-02,30.27,18.58,31.33,47.26
2019-03-16-03,31.86,22.83,28.67,39.83
2019-03-16-04,33.98,28.67,24.96,39.29
2019-03-16-05,32.92,30.8,22.83,38.76
2019-03-16-06,32.92,32.92,22.3,27.08
2019-03-16-07,32.92,38.23,21.77,34.52
2019-03-16-08,30.8,36.11,23.9,36.64
2019-03-16-09,28.67,30.8,22.83,25.49
2019-03-16-10,24.96,28.14,20.18,12.74
2019-03-16-11,24.96,27.08,11.68,8.5
2019-03-16-12,23.36,22.83,7.97,7.97
2019-03-16-13,18.05,22.83,7.97,7.43
2019-03-16-14,11.15,22.83,6.37,6.37
2019-03-16-15,7.43,21.77,5.84,6.37
2019-03-16-16,4.78,22.83,6.9,8.5
2019-03-16-17,3.72,28.67,9.03,10.09
2019-03-16-18,5.31,36.64,9.03,10.62
2019-03-16-19,7.43,35.58,8.5,10.62
2019-03-16-20,12.74,38.76,10.09,10.62
2019-03-16-21,17.52,41.95,11.15,12.21
2019-03-16-22,13.81,38.23,10.62,13.28
2019-03-16-23,13.81,31.33,16.46,12.74
2019-03-17-00,21.77,28.67,16.46,12.21
2019-03-17-01,27.08,28.67,14.87,10.62
2019-03-17-02,29.74,32.92,12.21,8.5
2019-03-17-03,31.33,31.86,13.28,8.5
2019-03-17-04,33.98,33.98,11.15,8.5
2019-03-17-05,34.52,33.45,11.68,8.5
2019-03-17-06,33.98,39.29,12.21,11.68
2019-03-17-07,36.11,46.73,13.28,18.58
2019-03-17-08,36.64,52.57,16.46,32.39
2019-03-17-09,33.98,55.76,17.52,25.49
2019-03-17-10,32.92,54.16,16.46,32.39
2019-03-17-11,32.39,49.38,15.4,21.24
2019-03-17-12,30.8,33.45,14.34,20.18
2019-03-17-13,26.02,27.08,14.87,18.05
2019-03-17-14,20.71,30.27,16.99,15.93
2019-03-17-15,15.4,32.92,22.3,15.4
2019-03-17-16,13.81,31.33,23.36,16.46
2019-03-17-17,12.74,33.45,21.24,19.12
2019-03-17-18,13.81,31.33,16.99,18.58
2019-03-17-19,16.99,24.43,18.58,20.18
2019-03-17-20,23.36,22.83,16.46,15.4
2019-03-17-21,26.55,22.83,14.87,10.09
2019-03-17-22,29.74,24.43,15.4,12.74
2019-03-17-23,29.74,24.96,13.81,12.21
2019-03-18-00,28.67,21.24,12.74,12.21
2019-03-18-01,29.2,18.05,13.81,13.28
2019-03-18-02,32.39,15.4,14.87,12.21
2019-03-18-03,37.17,15.4,14.87,13.28
2019-03-18-04,40.89,16.46,10.09,21.77
2019-03-18-05,43.54,18.58,10.09,24.96
2019-03-18-06,45.67,22.83,9.56,26.55
2019-03-18-07,46.2,19.65,12.21,25.49
2019-03-18-08,43.54,18.58,16.99,29.74
2019-03-18-09,41.95,21.77,18.05,26.55
2019-03-18-10,41.95,22.3,16.99,25.49
2019-03-18-11,38.76,24.43,14.87,20.18
2019-03-18-12,37.17,21.24,13.28,19.65
2019-03-18-13,35.58,18.05,13.81,15.93
2019-03-18-14,35.05,18.05,13.81,22.3
2019-03-18-15,30.8,18.58,14.34,26.02
2019-03-18-16,26.02,19.12,13.28,20.18
2019-03-18-17,24.96,21.24,15.4,15.93
2019-03-18-18,25.49,25.49,14.87,27.61
2019-03-18-19,29.2,28.14,14.34,31.86
2019-03-18-20,36.64,30.8,14.87,32.92
2019-03-18-21,43.54,36.11,22.83,40.36
2019-03-18-22,55.22,36.64,28.14,36.11
2019-03-18-23,61.07,38.23,29.74,39.29
2019-03-19-00,60.53,36.64,29.74,30.8
2019-03-19-01,61.6,35.58,25.49,16.99
2019-03-19-02,60.53,43.01,20.18,11.15
2019-03-19-03,59.47,42.48,15.93,11.15
2019-03-19-04,57.35,41.95,13.81,11.68
2019-03-19-05,53.1,39.83,15.4,11.15
2019-03-19-06,52.57,38.76,14.87,12.74
2019-03-19-07,50.98,41.42,14.34,18.58
2019-03-19-08,49.38,41.42,17.52,21.77
2019-03-19-09,50.98,32.39,20.18,16.99
2019-03-19-10,49.91,26.55,20.18,14.34
2019-03-19-11,47.79,21.77,19.65,12.74
2019-03-19-12,48.32,16.99,20.71,10.09
2019-03-19-13,49.38,15.4,20.18,7.43
2019-03-19-14,38.23,15.4,15.93,10.62
2019-03-19-15,24.96,14.87,13.28,7.97
2019-03-19-16,19.12,15.93,12.74,8.5
2019-03-19-17,16.99,17.52,12.21,6.9
2019-03-19-18,19.65,21.24,15.4,7.97
2019-03-19-19,23.36,25.49,13.28,9.56
2019-03-19-20,24.96,22.83,12.21,10.09
2019-03-19-21,24.96,21.77,15.93,11.15
2019-03-19-22,19.12,20.18,18.58,11.68
2019-03-19-23,19.12,18.58,20.71,15.4
2019-03-20-00,20.18,14.34,21.77,14.34
2019-03-20-01,20.18,11.15,21.24,16.99
2019-03-20-02,21.24,9.56,21.24,19.65
2019-03-20-03,21.77,9.03,19.12,20.18
2019-03-20-04,25.49,8.5,14.87,20.18
2019-03-20-05,24.96,9.03,15.93,27.08
2019-03-20-06,27.61,10.62,15.4,35.58
2019-03-20-07,32.39,14.34,18.58,29.2
2019-03-20-08,36.11,18.05,20.18,29.74
2019-03-20-09,35.58,21.24,18.58,27.61
2019-03-20-10,30.27,23.36,16.99,29.74
2019-03-20-11,25.49,20.18,18.05,26.02
2019-03-20-12,23.9,16.99,15.93,22.83
2019-03-20-13,22.83,16.46,12.74,24.96
2019-03-20-14,23.36,16.99,10.62,23.36
2019-03-20-15,21.24,18.05,9.56,41.42
2019-03-20-16,19.12,22.3,7.97,31.86
2019-03-20-17,20.18,27.08,7.43,26.02
2019-03-20-18,18.58,35.05,7.97,24.43
2019-03-20-19,16.46,52.04,11.15,16.99
2019-03-20-20,9.56,56.82,15.4,16.99
2019-03-20-21,6.37,50.98,15.93,20.71
2019-03-20-22,4.25,46.73,23.36,21.24
2019-03-20-23,3.72,40.36,24.43,22.3
2019-03-21-00,3.72,31.33,24.43,23.36
2019-03-21-01,4.78,23.9,26.55,36.11
2019-03-21-02,5.31,18.05,25.49,38.23
2019-03-21-03,4.25,15.93,23.36,36.11
2019-03-21-04,4.25,16.46,21.77,29.74
2019-03-21-05,3.72,16.99,19.65,27.08
2019-03-21-06,3.72,19.12,18.58,30.27
2019-03-21-07,4.25,28.14,18.05,28.14
2019-03-21-08,4.25,32.92,19.12,29.74
2019-03-21-10,4.25,30.8,20.71,30.8
2019-03-21-11,3.72,26.55,16.99,24.96
2019-03-21-12,3.72,24.96,13.28,16.99
2019-03-21-13,3.72,21.77,11.68,10.09
2019-03-21-14,3.19,22.3,9.56,7.43
2019-03-21-15,3.72,16.99,9.56,6.9
2019-03-21-16,3.72,14.87,10.09,6.37
2019-03-21-17,3.72,14.87,11.15,6.9
2019-03-21-18,4.78,15.93,11.68,11.68
2019-03-21-19,6.37,16.46,9.03,14.87
2019-03-21-20,7.97,14.87,7.97,15.93
2019-03-21-21,9.03,13.28,7.97,18.58
2019-03-21-22,10.09,12.21,7.97,21.24
2019-03-21-23,12.21,11.68,7.43,24.43
2019-03-22-00,15.93,10.09,6.37,29.74
2019-03-22-01,15.4,9.03,4.78,27.08
2019-03-22-02,16.99,8.5,4.78,15.93
2019-03-22-03,16.46,8.5,5.31,6.9
2019-03-22-04,18.05,8.5,5.84,6.37
2019-03-22-05,21.24,9.03,6.37,6.37
2019-03-22-06,23.36,11.15,6.9,7.43
2019-03-22-07,23.36,13.28,7.43,10.09
2019-03-22-08,19.65,14.34,6.9,13.28
2019-03-22-09,10.62,13.81,7.97,14.87
2019-03-22-10,5.31,13.28,9.03,18.05
2019-03-22-11,4.25,11.68,14.34,16.46
2019-03-22-12,3.72,11.15,13.81,18.58
2019-03-22-13,3.72,9.56,13.28,18.05
2019-03-22-14,3.72,10.09,11.68,15.93
2019-03-22-15,3.72,10.62,13.28,17.52
2019-03-22-16,3.72,11.68,13.81,18.58
2019-03-22-17,3.19,12.21,13.28,20.71
2019-03-22-18,4.78,12.74,13.28,26.02
2019-03-22-19,6.37,13.28,12.74,26.55
2019-03-22-20,5.84,14.34,12.21,23.36
2019-03-22-21,4.78,13.28,9.03,15.93
2019-03-22-22,4.25,12.74,7.43,12.74
2019-03-22-23,3.72,13.28,6.9,11.15
2019-03-23-00,3.72,10.62,6.9,10.09
2019-03-23-01,3.19,11.68,5.84,10.09
2019-03-23-02,3.19,13.81,5.31,8.5
2019-03-23-03,3.19,12.21,5.31,10.09
2019-03-23-04,3.72,10.09,4.78,9.03
2019-03-23-05,3.72,10.62,4.25,9.03
2019-03-23-06,5.31,13.81,4.25,8.5
2019-03-23-07,8.5,21.24,5.31,10.62
2019-03-23-08,9.03,22.83,7.43,13.81
2019-03-23-09,5.31,21.77,7.97,15.4
2019-03-23-10,4.25,22.83,8.5,16.99
2019-03-23-11,4.25,23.36,7.97,16.99
2019-03-23-12,3.72,23.9,7.97,15.93
2019-03-23-13,3.19,22.3,6.9,13.81
2019-03-23-14,3.72,19.12,6.37,12.74
2019-03-23-15,3.72,19.12,6.9,14.87
2019-03-23-16,4.78,18.05,9.03,16.99
2019-03-23-17,5.31,20.71,10.09,21.24
2019-03-23-18,7.43,26.02,11.68,19.65
2019-03-23-19,10.62,25.49,12.21,18.05
2019-03-23-20,12.74,27.08,9.56,15.4
2019-03-23-21,14.34,24.43,10.62,12.74
2019-03-23-22,15.93,23.36,7.97,13.28
2019-03-23-23,17.52,20.18,6.9,11.15
2019-03-24-00,19.12,16.99,5.31,6.9
2019-03-24-01,21.24,14.34,7.43,5.31
2019-03-24-02,22.83,15.4,7.43,4.25
2019-03-24-03,24.96,15.4,7.43,3.19
2019-03-24-04,26.55,15.93,6.9,3.19
2019-03-24-05,29.74,16.99,5.84,3.19
2019-03-24-06,31.33,22.3,6.9,3.72
2019-03-24-07,30.8,29.74,8.5,7.43
2019-03-24-08,29.2,26.55,11.68,14.34
2019-03-24-09,30.27,20.71,14.34,16.46
2019-03-24-10,29.74,19.12,12.74,20.71
2019-03-24-11,28.14,16.99,12.21,18.58
2019-03-24-12,24.96,15.4,13.81,15.4
2019-03-24-13,19.65,15.4,11.68,11.15
2019-03-24-14,16.99,14.87,11.15,10.09
2019-03-24-15,12.21,15.93,10.62,10.09
2019-03-24-16,10.62,17.52,11.15,15.4
2019-03-24-17,10.62,19.65,11.15,15.93
2019-03-24-18,12.21,20.18,10.09,15.4
2019-03-24-19,15.4,21.24,10.62,16.99
2019-03-24-20,20.18,20.18,12.74,18.05
2019-03-24-21,23.9,19.65,17.52,12.74
2019-03-24-22,25.49,19.12,15.93,15.4
2019-03-24-23,32.39,18.05,21.24,18.58
2019-03-25-00,36.64,14.34,16.46,18.58
2019-03-25-01,37.17,12.74,16.46,21.77
2019-03-25-02,37.7,12.21,18.05,22.83
2019-03-25-03,39.29,12.74,12.74,21.24
2019-03-25-04,38.76,13.28,8.5,17.52
2019-03-25-05,37.7,15.4,8.5,13.81
2019-03-25-06,36.11,19.65,10.09,12.74
2019-03-25-07,35.05,29.74,12.74,16.46
2019-03-25-08,36.11,36.11,16.46,23.36
2019-03-25-09,29.74,43.01,17.52,27.61
2019-03-25-10,14.34,42.48,18.58,23.9
2019-03-25-11,6.9,35.58,15.4,22.83
2019-03-25-12,4.25,26.02,12.21,26.55
2019-03-25-13,3.72,25.49,9.03,24.43
2019-03-25-14,3.72,23.9,5.31,23.9
2019-03-25-15,4.25,28.67,4.25,24.43
2019-03-25-16,4.25,32.92,5.31,24.96
2019-03-25-17,4.78,32.39,5.84,24.96
2019-03-25-18,6.37,37.17,7.43,25.49
2019-03-25-19,11.15,47.26,7.97,24.43
2019-03-25-20,20.71,56.29,9.56,21.77
2019-03-25-21,22.3,58.41,15.4,23.9
2019-03-25-22,20.71,61.6,22.3,24.43
2019-03-25-23,20.71,57.88,24.43,23.36
2019-03-26-00,24.43,55.76,20.18,20.71
2019-03-26-01,30.8,52.57,18.05,15.93
2019-03-26-02,33.45,49.91,15.93,15.93
2019-03-26-03,35.58,45.67,18.58,14.87
2019-03-26-04,32.92,44.07,13.28,16.99
2019-03-26-05,25.49,44.6,9.56,21.24
2019-03-26-06,26.55,43.54,9.03,24.96
2019-03-26-07,26.02,43.54,10.09,14.34
2019-03-26-08,23.36,40.89,10.09,14.34
2019-03-26-09,17.52,38.76,9.56,12.74
2019-03-26-10,16.46,35.58,9.56,13.28
2019-03-26-11,16.46,30.8,9.56,14.87
2019-03-26-12,15.93,29.2,11.15,15.93
2019-03-26-13,15.93,25.49,12.21,12.74
2019-03-26-14,15.93,22.83,10.62,14.87
2019-03-26-15,14.87,21.24,7.43,5.84
2019-03-26-16,15.93,21.77,8.5,6.9
2019-03-26-17,16.99,23.9,9.56,5.84
2019-03-26-18,19.12,26.55,9.56,8.5
2019-03-26-19,24.43,28.67,12.74,11.68
2019-03-26-20,27.61,29.2,15.4,19.65
2019-03-26-21,29.74,39.29,19.12,15.93
2019-03-26-22,26.55,40.89,21.77,20.18
2019-03-26-23,24.43,32.39,25.49,18.05
2019-03-27-00,25.49,26.02,32.39,18.05
2019-03-27-01,29.74,21.77,32.39,15.4
2019-03-27-02,32.92,20.18,23.9,12.74
2019-03-27-03,38.23,19.65,24.43,12.74
2019-03-27-04,40.36,20.71,22.83,12.74
2019-03-27-05,39.29,21.24,18.58,13.28
2019-03-27-06,41.95,22.83,16.99,21.24
2019-03-27-07,41.95,29.2,17.52,32.39
2019-03-27-08,42.48,35.58,18.58,35.58
2019-03-27-09,43.54,34.52,19.12,41.95
2019-03-27-10,41.42,31.33,14.87,26.55
2019-03-27-11,30.27,27.61,13.28,22.3
2019-03-27-12,13.81,26.02,12.21,18.05
2019-03-27-13,9.03,23.36,9.56,16.46
2019-03-27-14,8.5,23.9,11.15,14.34
2019-03-27-15,9.56,29.2,14.34,14.34
2019-03-27-16,12.21,35.58,13.81,29.74
2019-03-27-17,18.05,47.26,14.34,21.24
2019-03-27-18,39.29,54.69,18.05,25.49
2019-03-27-19,30.27,60.0,29.2,18.05
2019-03-27-20,23.36,60.0,32.92,18.58
2019-03-27-21,20.18,59.47,38.23,17.52
2019-03-27-22,19.65,55.76,40.89,13.28
2019-03-27-23,18.58,48.85,38.23,10.09
2019-03-28-00,17.52,44.6,37.17,10.62
2019-03-28-01,15.93,46.73,35.05,26.55
2019-03-28-02,15.93,50.98,35.58,28.67
2019-03-28-03,14.87,56.82,31.86,31.33
2019-03-28-04,12.74,56.29,32.39,28.14
2019-03-28-05,10.62,55.76,28.67,31.86
2019-03-28-06,12.21,55.76,23.9,28.14
2019-03-28-07,18.05,55.22,20.71,30.8
2019-03-28-08,18.05,55.76,23.9,32.92
2019-03-28-09,16.99,54.69,24.43,31.86
2019-03-28-11,11.68,29.74,23.36,24.43
2019-03-28-12,10.62,29.2,19.12,16.99
2019-03-28-13,10.62,23.36,13.28,4.25
2019-03-28-14,11.15,24.43,9.03,3.19
2019-03-28-15,11.15,28.67,9.56,3.72
2019-03-28-16,11.15,32.39,12.21,5.31
2019-03-28-17,11.68,31.33,13.81,6.9
2019-03-28-18,13.81,32.92,16.46,10.62
2019-03-28-19,15.93,37.7,16.46,12.21
2019-03-28-20,18.05,37.17,18.05,12.21
2019-03-28-21,19.65,35.05,22.83,10.62
2019-03-28-22,19.65,33.45,19.65,18.05
2019-03-28-23,19.65,29.74,13.81,21.77
2019-03-29-00,21.24,33.45,10.62,22.3
2019-03-29-01,20.71,33.45,7.43,22.83
2019-03-29-02,20.71,21.24,6.37,31.86
2019-03-29-03,19.65,18.05,6.9,32.39
2019-03-29-04,19.12,19.65,7.43,32.39
2019-03-29-05,21.24,21.77,7.97,31.86
2019-03-29-06,29.74,26.55,8.5,29.74
2019-03-29-07,32.39,31.33,9.56,26.55
2019-03-29-08,32.92,35.58,12.74,18.05
2019-03-29-09,30.27,31.86,14.34,12.21
2019-03-29-10,27.08,27.61,16.99,10.62
2019-03-29-11,23.36,22.3,19.12,11.68
2019-03-29-12,19.12,16.99,19.65,9.03
2019-03-29-13,15.4,16.99,15.4,5.31
2019-03-29-14,14.87,16.99,13.81,5.31
2019-03-29-15,13.28,20.18,15.93,5.31
2019-03-29-16,10.09,21.24,19.12,8.5
2019-03-29-17,6.37,26.55,16.99,9.56
2019-03-29-18,4.25,26.02,16.99,9.03
2019-03-29-19,4.25,28.67,16.46,13.81
2019-03-29-20,4.25,32.39,16.99,16.46
2019-03-29-21,4.25,37.17,16.46,14.87
2019-03-29-22,3.19,37.7,10.62,11.68
2019-03-29-23,3.19,37.7,10.62,14.34
2019-03-30-00,3.19,36.11,13.28,14.34
2019-03-30-01,3.72,32.92,11.68,11.68
2019-03-30-02,4.25,34.52,11.15,11.15
2019-03-30-03,4.25,32.39,11.15,11.15
2019-03-30-04,4.25,33.45,12.21,10.62
2019-03-30-05,4.25,37.17,10.09,11.15
2019-03-30-06,4.78,38.76,11.15,12.74
2019-03-30-07,5.84,40.36,14.34,20.18
2019-03-30-08,4.78,39.83,14.34,21.24
2019-03-30-09,3.72,37.17,15.4,21.24
2019-03-30-10,3.19,36.64,11.68,18.58
2019-03-30-11,3.19,33.45,7.97,14.87
2019-03-30-12,2.66,33.98,5.84,12.74
2019-03-30-13,2.12,20.71,4.78,15.4
2019-03-30-14,2.12,17.52,5.31,10.09
2019-03-30-15,2.12,17.52,5.84,5.31
2019-03-30-16,2.12,16.99,8.5,4.78
2019-03-30-17,2.66,17.52,10.09,8.5
2019-03-30-18,3.19,18.05,10.09,10.09
2019-03-30-19,4.78,19.65,10.62,11.15
2019-03-30-20,5.31,19.12,9.03,10.62
2019-03-30-21,6.9,17.52,8.5,10.62
2019-03-30-22,10.62,15.93,6.9,12.21
2019-03-30-23,13.28,15.93,6.9,9.03
2019-03-31-00,17.52,13.28,4.25,10.09
2019-03-31-01,19.65,11.15,3.72,7.97
2019-03-31-02,26.02,10.62,4.78,8.5
2019-03-31-03,28.67,10.09,5.31,7.43
2019-03-31-04,27.61,9.56,5.84,5.84
2019-03-31-05,20.71,10.09,5.31,4.78
2019-03-31-06,21.77,12.74,4.78,5.84
2019-03-31-07,25.49,15.93,6.9,8.5
2019-03-31-08,22.3,14.34,7.43,10.62
2019-03-31-09,14.34,13.28,7.97,11.15
2019-03-31-10,7.97,14.34,7.43,10.62
2019-03-31-11,5.31,13.81,7.97,9.56
2019-03-31-12,3.72,11.68,7.43,8.5
2019-03-31-13,2.66,11.15,6.37,6.9
2019-03-31-14,3.19,10.09,6.9,5.84
2019-03-31-15,3.72,10.09,7.43,5.84
2019-03-31-16,4.25,10.09,7.97,5.84
2019-03-31-17,4.25,11.15,9.03,7.97
2019-03-31-18,4.78,14.87,7.97,8.5
2019-03-31-19,7.43,15.4,7.43,9.03
2019-03-31-20,9.03,14.87,7.97,8.5
2019-03-31-21,9.56,18.58,8.5,9.03
2019-03-31-22,16.99,20.71,7.43,9.03
2019-03-31-23,11.15,20.71,7.97,7.97
2019-04-01-00,15.4,23.36,5.84,6.37
2019-04-01-01,17.52,23.9,5.84,6.37
2019-04-01-02,18.58,23.36,5.31,7.97
2019-04-01-03,20.18,22.3,4.78,7.43
2019-04-01-04,19.65,22.3,4.25,6.37
2019-04-01-05,24.96,23.36,4.25,5.84
2019-04-01-06,26.55,25.49,3.72,3.72
2019-04-01-07,25.49,32.92,5.31,7.43
2019-04-01-08,22.3,29.74,7.97,12.21
2019-04-01-09,16.46,24.43,9.56,13.81
2019-04-01-10,12.21,23.36,8.5,13.81
2019-04-01-11,8.5,20.18,9.03,10.62
2019-04-01-12,5.84,15.4,6.9,9.03
2019-04-01-13,6.37,14.87,4.78,7.97
2019-04-01-14,7.43,14.34,5.31,5.84
2019-04-01-15,6.9,14.87,5.84,7.43
2019-04-01-16,5.84,16.99,7.43,6.9
2019-04-01-17,6.9,19.12,7.43,8.5
2019-04-01-18,9.03,21.77,7.43,11.15
2019-04-01-19,11.68,27.61,6.37,13.81
2019-04-01-20,16.46,27.08,6.9,13.81
2019-04-01-21,21.24,30.8,7.43,11.68
2019-04-01-22,24.96,29.2,6.9,11.15
2019-04-01-23,24.96,24.96,7.43,9.56
2019-04-02-00,23.9,20.71,7.43,10.09
2019-04-02-01,23.36,17.52,6.9,9.03
2019-04-02-02,23.9,15.93,9.56,6.37
2019-04-02-03,28.67,14.87,9.03,4.78
2019-04-02-04,30.8,15.93,9.03,5.31
2019-04-02-05,34.52,18.58,10.09,5.84
2019-04-02-06,36.11,21.24,8.5,11.68
2019-04-02-07,33.98,27.61,10.62,19.12
2019-04-02-08,30.27,28.67,15.93,20.18
2019-04-02-09,27.61,24.96,18.58,17.52
2019-04-02-10,22.83,21.24,19.65,17.52
2019-04-02-11,19.12,18.05,15.93,13.28
2019-04-02-12,12.74,16.46,12.21,11.15
2019-04-02-13,6.9,18.05,11.15,10.09
2019-04-02-14,6.37,19.65,10.09,10.09
2019-04-02-15,5.84,19.65,10.62,12.74
2019-04-02-16,5.84,21.77,9.03,17.52
2019-04-02-17,5.84,23.36,10.09,21.77
2019-04-02-18,6.9,25.49,12.21,21.77
2019-04-02-19,12.21,35.05,11.68,19.65
2019-04-02-20,21.77,37.7,11.68,16.99
2019-04-02-21,23.36,43.01,13.28,20.18
2019-04-02-22,29.74,45.14,15.93,12.74
2019-04-02-23,28.67,42.48,18.58,12.21
2019-04-03-00,25.49,36.11,19.12,11.15
2019-04-03-01,29.74,35.05,16.46,7.97
2019-04-03-02,29.74,36.64,17.52,9.03
2019-04-03-03,29.2,35.58,24.43,9.56
2019-04-03-04,30.8,38.23,22.3,12.21
2019-04-03-05,32.39,43.01,21.24,13.28
2019-04-03-06,35.05,44.07,15.4,14.34
2019-04-03-07,36.11,45.14,19.12,15.93
2019-04-03-08,34.52,46.73,23.36,18.05
2019-04-03-09,31.86,50.98,23.9,14.34
2019-04-03-10,28.67,40.36,23.36,12.21
2019-04-03-11,28.67,32.39,22.83,14.34
2019-04-03-12,28.67,29.2,17.52,14.34
2019-04-03-13,27.61,28.67,14.87,10.09
2019-04-03-14,21.77,30.8,11.68,10.09
2019-04-03-15,18.58,32.39,10.62,14.87
2019-04-03-16,16.99,32.92,10.62,16.99
2019-04-03-17,16.46,29.74,10.62,18.05
2019-04-03-18,15.93,27.08,9.56,20.71
2019-04-03-19,16.46,26.55,9.03,23.36
2019-04-03-20,20.18,23.9,8.5,19.12
2019-04-03-21,23.9,22.3,10.62,15.4
2019-04-03-22,24.43,22.83,8.5,12.21
2019-04-03-23,25.49,22.83,6.37,11.68
2019-04-04-00,27.61,22.3,6.37,10.62
2019-04-04-01,30.8,18.58,5.31,9.03
2019-04-04-02,36.64,15.4,5.84,6.37
2019-04-04-03,40.36,14.87,6.37,4.78
2019-04-04-04,45.14,14.34,9.56,5.31
2019-04-04-05,47.79,13.28,10.09,5.31
2019-04-04-06,47.79,16.99,13.28,8.5
2019-04-04-07,46.2,23.9,12.21,13.28
2019-04-04-08,49.38,26.55,16.46,22.3
2019-04-04-09,49.91,21.24,17.52,18.58
2019-04-04-10,50.44,19.65,15.93,21.24
2019-04-04-11,45.67,18.58,12.74,23.36
2019-04-04-12,32.92,19.12,16.99,18.05
2019-04-04-13,30.27,18.58,17.52,17.52
2019-04-04-14,25.49,18.58,19.65,16.99
2019-04-04-15,19.12,19.12,18.58,15.4
2019-04-04-16,16.99,19.12,18.05,20.18
2019-04-04-17,16.46,20.18,18.58,17.52
2019-04-04-18,13.81,22.83,22.3,16.46
2019-04-04-19,8.5,22.3,26.55,12.74
2019-04-04-20,6.9,21.77,27.08,18.58
2019-04-04-21,6.9,23.36,30.27,17.52
2019-04-04-22,6.37,21.24,31.33,13.28
2019-04-04-23,5.31,21.24,32.39,10.62
2019-04-05-00,4.78,20.71,29.74,11.68
2019-04-05-01,6.9,18.58,28.67,13.81
2019-04-05-02,10.62,18.05,27.61,7.97
2019-04-05-03,11.15,18.05,24.96,10.62
2019-04-05-04,13.28,18.58,22.3,20.71
2019-04-05-05,15.4,21.77,20.18,23.36
2019-04-05-06,19.65,27.61,19.12,28.14
2019-04-05-07,26.55,29.74,18.58,23.9
2019-04-05-08,23.36,30.8,20.18,20.71
2019-04-05-09,18.58,31.86,19.12,18.05
2019-04-05-10,14.87,30.8,15.4,16.46
2019-04-05-11,12.21,26.55,8.5,16.99
2019-04-05-12,11.68,21.24,6.37,12.74
2019-04-05-13,9.03,19.65,3.72,12.74
2019-04-05-14,8.5,19.12,3.19,10.62
2019-04-05-15,9.03,21.24,2.66,7.97
2019-04-05-16,9.56,22.83,3.19,6.9
2019-04-05-17,10.09,24.43,3.72,7.43
2019-04-05-18,10.62,26.55,7.43,10.09
2019-04-05-19,10.62,28.67,11.68,14.87
2019-04-05-20,10.62,31.33,11.15,13.28
2019-04-05-21,12.21,33.98,12.21,17.52
2019-04-05-22,13.28,40.89,12.21,18.05
2019-04-05-23,12.21,39.83,13.28,19.65
2019-04-06-00,14.34,35.05,13.28,13.81
2019-04-06-01,23.36,33.45,14.34,11.15
2019-04-06-02,27.61,38.23,12.21,16.99
2019-04-06-03,25.49,39.29,13.81,11.68
2019-04-06-04,26.02,35.58,18.05,10.09
2019-04-06-05,29.74,36.11,16.99,10.09
2019-04-06-06,33.98,36.64,14.87,11.15
2019-04-06-07,31.86,39.29,18.05,15.4
2019-04-06-08,26.55,35.05,18.05,16.46
2019-04-06-09,21.24,28.67,16.46,15.93
2019-04-06-10,17.52,24.43,16.46,18.05
2019-04-06-11,13.81,19.12,14.34,15.93
2019-04-06-12,10.62,15.93,12.21,10.09
2019-04-06-13,9.56,13.28,9.03,6.9
2019-04-06-14,10.09,12.74,7.97,5.31
2019-04-06-15,9.03,11.68,6.9,4.78
2019-04-06-16,9.56,13.81,6.9,9.56
2019-04-06-17,11.15,18.05,7.97,8.5
2019-04-06-18,11.68,20.71,10.09,11.15
2019-04-06-19,13.28,22.3,11.68,16.46
2019-04-06-20,19.65,23.9,11.68,18.05
2019-04-06-21,22.83,26.02,13.28,15.93
2019-04-06-22,18.58,27.08,14.34,13.81
2019-04-06-23,18.05,26.02,16.99,17.52
2019-04-07-00,18.05,24.43,20.71,16.99
2019-04-07-01,20.71,26.55,26.02,15.93
2019-04-07-02,31.86,30.8,27.61,22.3
2019-04-07-03,35.58,30.27,25.49,29.74
