,北京,上海,福州,廈門
2019-10-31-18,9.16,73.3,51.41,52.43
2019-10-31-19,5.6,66.68,53.44,47.85
2019-10-31-20,5.6,55.48,50.9,40.21
2019-10-31-21,4.07,41.23,54.97,35.63
2019-10-31-22,6.11,36.65,54.46,32.07
2019-10-31-23,4.58,33.08,58.03,29.01
2019-11-01-00,4.07,29.52,58.03,33.08
2019-11-01-01,3.05,27.49,52.94,33.08
2019-11-01-02,5.09,23.92,50.9,37.67
2019-11-01-03,7.13,22.9,47.34,43.26
2019-11-01-04,5.6,19.85,41.23,42.25
2019-11-01-05,6.62,15.27,37.67,42.76
2019-11-01-06,6.11,11.2,36.65,40.21
2019-11-01-07,5.09,9.67,33.59,32.07
2019-11-01-08,3.05,10.69,30.03,33.08
2019-11-01-09,4.07,25.96,33.59,41.74
2019-11-01-10,7.13,34.1,49.37,44.28
2019-11-01-11,11.2,44.28,55.48,46.32
2019-11-01-12,15.27,61.59,60.06,53.44
2019-11-01-13,16.8,72.28,64.13,63.12
2019-11-01-14,20.36,75.33,65.15,70.75
2019-11-01-15,22.4,76.86,65.15,70.24
2019-11-01-16,21.89,76.86,60.57,67.7
2019-11-01-17,19.34,72.79,53.95,61.59
2019-11-01-18,14.76,61.08,51.92,52.94
2019-11-01-19,11.2,47.85,51.41,46.32
2019-11-01-20,12.22,41.74,49.88,43.77
2019-11-01-21,11.2,35.63,48.36,42.76
2019-11-01-22,8.65,29.52,47.34,41.23
2019-11-01-23,7.64,24.43,46.83,42.76
2019-11-02-00,4.07,26.47,46.83,44.79
2019-11-02-01,3.05,30.54,45.3,45.3
2019-11-02-02,1.53,31.56,40.21,45.3
2019-11-02-03,1.53,34.61,35.63,47.34
2019-11-02-04,2.04,35.63,33.08,46.32
2019-11-02-05,3.56,28.0,29.52,45.3
2019-11-02-06,0.51,16.29,32.58,42.76
2019-11-02-07,0.51,10.69,33.08,33.59
2019-11-02-08,1.53,15.78,33.08,29.52
2019-11-02-09,2.04,51.92,37.67,37.67
2019-11-02-10,3.56,74.31,42.25,43.26
2019-11-02-11,5.6,81.44,45.3,44.79
2019-11-02-12,5.09,86.02,49.37,48.86
2019-11-02-13,4.58,89.08,51.41,53.95
2019-11-02-14,5.6,92.64,52.43,57.01
2019-11-02-15,7.64,92.13,52.43,62.1
2019-11-02-16,7.64,89.58,50.39,60.06
2019-11-02-17,5.09,84.49,48.86,56.5
2019-11-02-18,4.58,80.42,48.36,47.85
2019-11-02-19,7.64,77.37,49.37,46.83
2019-11-02-20,5.6,75.33,48.36,40.21
2019-11-02-21,9.16,74.31,44.79,36.14
2019-11-02-22,10.69,70.24,45.81,33.08
2019-11-02-23,9.16,67.7,50.39,31.56
2019-11-03-00,9.16,66.17,55.99,34.61
2019-11-03-01,7.64,63.12,54.46,32.58
2019-11-03-02,6.62,58.54,45.3,31.05
2019-11-03-03,8.14,57.52,37.16,32.07
2019-11-03-04,8.65,57.01,39.19,33.08
2019-11-03-05,8.65,50.39,44.79,31.56
2019-11-03-06,11.71,38.68,38.68,27.49
2019-11-03-07,9.16,33.08,34.1,28.5
2019-11-03-08,7.64,31.56,33.08,32.07
2019-11-03-09,7.64,35.63,42.76,39.7
2019-11-03-10,10.69,39.7,53.95,47.34
2019-11-03-11,14.25,43.77,61.59,51.92
2019-11-03-12,16.29,51.92,71.26,55.48
2019-11-03-13,18.83,59.55,77.37,67.19
2019-11-03-14,19.85,61.59,76.86,79.4
2019-11-03-15,20.36,61.59,74.31,81.95
2019-11-03-16,19.34,55.48,69.73,83.48
2019-11-03-17,14.76,49.37,64.13,83.98
2019-11-03-18,6.11,43.26,65.66,77.37
2019-11-03-19,2.54,43.26,65.66,69.73
2019-11-03-20,2.54,42.25,64.64,62.1
2019-11-03-21,2.04,38.68,62.1,58.03
2019-11-03-22,1.53,35.12,59.55,57.01
2019-11-03-23,1.53,35.12,54.46,57.52
2019-11-04-00,1.02,36.65,50.39,58.54
2019-11-04-01,1.53,39.19,45.3,54.97
2019-11-04-02,1.02,41.23,44.79,51.41
2019-11-04-03,1.53,41.23,42.76,50.39
2019-11-04-04,1.53,38.68,42.76,47.34
2019-11-04-05,4.07,34.1,39.19,48.36
2019-11-04-06,2.04,30.03,37.16,49.37
2019-11-04-07,0.51,27.49,26.98,46.32
2019-11-04-08,1.53,27.49,22.4,44.28
2019-11-04-09,2.04,38.17,40.21,47.34
2019-11-04-10,4.58,47.85,60.57,52.43
2019-11-04-11,7.13,53.44,67.7,56.5
2019-11-04-12,10.69,57.52,71.77,62.1
2019-11-04-13,15.78,59.04,74.82,68.21
2019-11-04-14,15.78,60.57,73.3,71.26
2019-11-04-15,19.34,63.12,66.68,79.91
2019-11-04-16,23.92,59.55,63.12,81.44
2019-11-04-17,22.4,54.46,61.08,72.28
2019-11-04-18,14.76,49.37,59.55,64.13
2019-11-04-19,10.18,49.37,58.54,54.46
2019-11-04-20,7.64,47.85,61.59,51.41
2019-11-04-21,6.62,45.3,60.57,51.92
2019-11-04-22,4.07,41.23,60.06,51.41
2019-11-04-23,2.54,40.72,61.59,53.95
2019-11-05-00,2.04,39.7,60.06,54.97
2019-11-05-01,2.04,37.16,55.99,59.04
2019-11-05-02,2.54,36.65,54.46,57.01
2019-11-05-03,3.05,36.14,48.86,55.48
2019-11-05-04,2.54,34.61,52.43,57.01
2019-11-05-05,2.54,31.05,54.46,55.99
2019-11-05-06,3.05,24.43,55.48,52.43
2019-11-05-07,3.05,16.29,51.41,47.34
2019-11-05-08,3.05,16.8,49.37,48.36
2019-11-05-09,4.58,30.03,54.97,54.97
2019-11-05-10,12.72,42.25,61.08,58.03
2019-11-05-11,17.31,46.32,64.64,61.08
2019-11-05-12,19.85,49.37,67.7,64.64
2019-11-05-13,21.89,54.97,68.72,69.22
2019-11-05-15,23.41,54.46,70.75,74.82
2019-11-05-16,22.4,52.43,72.28,75.84
2019-11-05-17,18.83,49.37,69.73,70.75
2019-11-05-18,12.72,44.28,70.24,64.64
2019-11-05-19,11.71,41.74,70.24,63.12
2019-11-05-20,13.74,41.23,68.21,60.57
2019-11-05-21,14.76,40.72,64.13,58.54
2019-11-05-22,13.23,35.63,64.64,61.08
2019-11-05-23,11.71,30.03,62.61,58.03
2019-11-06-00,10.18,25.96,61.59,61.08
2019-11-06-01,8.65,25.96,56.5,64.64
2019-11-06-02,7.64,25.96,52.94,62.61
2019-11-06-03,8.14,24.43,54.97,63.62
2019-11-06-04,5.6,25.45,49.88,60.57
2019-11-06-05,7.13,26.47,45.81,60.57
2019-11-06-06,6.11,21.89,46.32,59.55
2019-11-06-07,5.09,14.76,43.26,54.97
2019-11-06-08,3.05,17.82,42.76,51.41
2019-11-06-09,2.54,34.1,47.85,53.44
2019-11-06-10,3.56,40.72,54.97,55.99
2019-11-06-11,5.09,43.26,58.54,57.01
2019-11-06-12,6.62,46.32,62.61,61.59
2019-11-06-13,10.18,48.86,65.66,63.62
2019-11-06-14,12.22,50.39,64.64,70.24
2019-11-06-15,12.22,48.36,62.1,74.82
2019-11-06-16,11.2,45.3,60.57,74.31
2019-11-06-17,7.13,42.76,58.03,69.73
2019-11-06-18,4.58,39.19,57.01,59.55
2019-11-06-19,2.54,36.14,54.97,54.46
2019-11-06-20,2.04,33.08,55.48,49.37
2019-11-06-21,2.04,32.58,52.43,46.32
2019-11-06-22,2.54,30.54,50.39,44.28
2019-11-06-23,2.04,26.47,50.9,42.25
2019-11-07-00,2.04,24.94,51.41,43.77
2019-11-07-01,2.54,22.9,42.76,44.79
2019-11-07-02,7.13,22.9,35.12,43.26
2019-11-07-03,9.16,22.4,38.17,40.72
2019-11-07-04,8.65,24.43,37.67,37.67
2019-11-07-05,11.2,28.5,30.03,34.61
2019-11-07-06,16.8,31.05,34.61,24.94
2019-11-07-07,16.8,30.54,33.08,21.38
2019-11-07-08,19.34,30.54,27.49,25.45
2019-11-07-09,19.34,41.74,30.03,36.14
2019-11-07-10,21.89,48.86,42.25,43.26
2019-11-07-11,22.9,50.9,49.37,50.9
2019-11-07-12,23.92,54.46,50.39,54.97
2019-11-07-13,23.92,59.04,51.41,60.06
2019-11-07-14,21.89,59.55,50.39,63.12
2019-11-07-15,21.89,59.04,50.39,60.57
2019-11-07-16,20.36,60.06,50.39,62.1
2019-11-07-17,16.8,59.04,49.88,55.99
2019-11-07-18,11.2,59.04,50.39,49.88
2019-11-07-19,7.64,52.94,51.92,46.32
2019-11-07-20,8.14,48.86,51.92,43.77
2019-11-07-21,6.62,43.77,49.88,42.25
2019-11-07-22,6.11,39.7,48.36,44.79
2019-11-07-23,5.6,39.7,45.3,41.74
2019-11-08-00,4.07,40.21,44.28,42.76
2019-11-08-01,3.05,42.76,42.25,45.3
2019-11-08-02,2.54,41.23,40.21,46.32
2019-11-08-03,1.53,40.72,37.16,49.88
2019-11-08-04,2.04,40.72,34.1,47.85
2019-11-08-05,2.04,39.7,33.08,44.79
2019-11-08-06,1.53,38.17,31.05,44.28
2019-11-08-07,1.02,33.08,25.45,42.25
2019-11-08-08,1.53,33.59,24.43,37.16
2019-11-08-09,2.54,38.68,35.12,42.76
2019-11-08-10,5.6,40.21,48.36,48.86
2019-11-08-11,9.16,41.23,53.44,53.44
2019-11-08-12,12.72,43.26,58.54,57.01
2019-11-08-13,16.29,46.32,63.62,64.13
2019-11-08-14,18.83,48.36,66.68,66.17
2019-11-08-15,17.82,49.37,65.66,70.24
2019-11-08-16,14.76,48.36,66.17,75.84
2019-11-08-17,7.64,44.79,64.64,68.21
2019-11-08-18,2.04,40.72,64.13,62.1
2019-11-08-19,1.53,37.16,60.06,59.04
2019-11-08-20,2.04,35.12,59.04,57.52
2019-11-08-21,3.05,33.59,58.03,57.01
2019-11-08-22,2.54,33.08,55.99,51.92
2019-11-08-23,2.54,29.52,55.99,52.43
2019-11-09-00,2.04,21.38,54.97,52.94
2019-11-09-01,2.04,18.32,52.43,54.46
2019-11-09-02,1.53,24.94,52.94,55.48
2019-11-09-03,2.04,29.52,48.86,53.44
2019-11-09-04,2.04,32.58,46.83,54.97
2019-11-09-05,3.05,32.58,44.79,52.94
2019-11-09-06,2.54,26.98,40.72,53.44
2019-11-09-07,2.04,17.31,36.65,48.36
2019-11-09-08,1.53,16.29,36.65,47.34
2019-11-09-09,3.56,33.08,45.3,48.86
2019-11-09-10,4.58,41.23,51.41,51.41
2019-11-09-11,6.11,43.77,57.01,56.5
2019-11-09-13,8.65,46.32,65.66,71.26
2019-11-09-14,10.69,46.83,68.72,78.9
2019-11-09-15,9.67,48.86,70.24,79.4
2019-11-09-16,11.71,50.9,71.26,76.35
2019-11-09-17,12.22,48.86,68.72,72.79
2019-11-09-18,12.72,43.77,68.21,65.15
2019-11-09-19,9.16,35.12,65.15,57.01
2019-11-09-20,5.09,31.05,62.61,52.94
2019-11-09-21,2.04,29.52,55.48,49.88
2019-11-09-22,1.53,21.38,50.9,49.37
2019-11-09-23,2.54,20.36,44.79,51.41
2019-11-10-00,2.54,18.83,40.72,51.92
2019-11-10-01,3.56,16.8,40.72,52.94
2019-11-10-02,7.13,13.23,39.7,54.97
2019-11-10-03,10.18,12.22,40.21,47.85
2019-11-10-04,23.92,15.27,39.7,40.72
2019-11-10-05,26.98,15.27,39.19,39.19
2019-11-10-06,26.98,13.74,39.19,33.59
2019-11-10-07,27.49,16.29,34.1,31.56
2019-11-10-08,26.47,17.31,32.58,28.0
2019-11-10-09,25.96,26.47,38.17,38.17
2019-11-10-10,25.96,42.25,46.32,44.79
2019-11-10-11,28.0,49.37,54.97,47.34
2019-11-10-12,30.54,56.5,57.01,51.92
2019-11-10-13,32.07,66.17,57.52,55.48
2019-11-10-14,31.05,65.66,61.59,60.57
2019-11-10-15,31.56,72.28,65.66,65.15
2019-11-10-16,31.05,78.9,66.17,67.7
2019-11-10-17,29.01,75.84,62.1,63.62
2019-11-10-18,25.96,63.62,45.81,59.55
2019-11-10-19,22.4,52.94,41.23,51.92
2019-11-10-20,18.83,50.39,34.1,43.77
2019-11-10-21,25.45,49.37,26.98,40.72
2019-11-10-22,25.96,41.23,26.47,45.3
2019-11-10-23,19.85,35.63,15.27,41.74
2019-11-11-00,16.8,32.07,10.69,35.12
2019-11-11-01,15.27,26.47,7.13,29.01
2019-11-11-02,13.74,23.41,8.65,15.78
2019-11-11-03,11.2,18.32,13.74,14.25
2019-11-11-04,8.65,13.74,16.8,9.67
2019-11-11-05,5.09,10.18,15.78,9.16
2019-11-11-06,4.58,8.65,17.31,9.67
2019-11-11-07,2.54,5.6,13.74,10.18
2019-11-11-08,3.05,7.13,15.27,10.18
2019-11-11-09,5.09,13.74,26.98,18.83
2019-11-11-10,10.69,23.41,36.14,37.67
2019-11-11-11,19.34,32.07,46.32,45.81
2019-11-11-12,24.43,37.67,58.54,61.08
2019-11-11-13,28.5,41.23,72.28,79.91
2019-11-11-14,30.03,45.3,80.93,88.06
2019-11-11-15,31.05,47.34,79.91,81.44
2019-11-11-16,30.54,46.83,78.39,74.31
2019-11-11-17,25.96,40.72,74.82,71.26
2019-11-11-18,14.25,21.89,68.72,68.21
2019-11-11-19,5.6,10.18,64.64,70.24
2019-11-11-20,3.05,10.69,51.41,71.77
2019-11-11-21,2.54,9.67,38.68,69.22
2019-11-11-22,3.05,7.13,29.52,67.19
2019-11-11-23,3.05,4.58,25.96,64.64
2019-11-12-00,2.54,2.54,24.94,59.04
2019-11-12-01,2.54,4.58,23.92,56.5
2019-11-12-02,2.04,11.71,34.61,55.99
2019-11-12-03,1.02,17.31,41.23,54.97
2019-11-12-04,2.04,20.36,38.68,48.86
2019-11-12-05,1.53,21.38,45.3,49.88
2019-11-12-06,0.51,19.85,45.81,40.21
2019-11-12-07,1.02,15.78,40.21,34.1
2019-11-12-08,1.02,13.74,32.07,33.59
2019-11-12-09,2.04,18.32,42.76,46.83
2019-11-12-10,2.54,26.98,55.99,55.99
2019-11-12-11,5.6,34.61,68.72,70.75
2019-11-12-12,9.16,37.16,78.39,77.88
2019-11-12-13,12.72,37.67,85.51,89.08
2019-11-12-14,12.72,41.23,91.62,95.18
2019-11-12-15,11.2,38.17,87.04,93.15
2019-11-12-16,7.13,37.16,83.48,87.55
2019-11-12-17,2.54,35.12,79.4,84.49
2019-11-12-18,2.04,29.01,75.84,77.37
2019-11-12-19,2.04,20.87,67.7,78.9
2019-11-12-20,2.04,19.34,63.12,75.84
2019-11-12-21,2.04,20.36,51.41,73.3
2019-11-12-22,4.07,20.36,49.88,64.64
2019-11-12-23,14.76,21.89,45.3,59.04
2019-11-13-00,22.9,23.92,36.14,54.46
2019-11-13-01,25.96,24.94,33.59,50.39
2019-11-13-02,25.45,25.96,33.08,49.37
2019-11-13-03,25.45,25.96,39.7,42.25
2019-11-13-04,19.85,25.96,37.67,31.05
2019-11-13-05,18.83,25.96,38.68,30.54
2019-11-13-06,23.92,21.89,38.68,29.52
2019-11-13-07,28.0,14.25,34.1,17.31
2019-11-13-08,30.03,13.23,28.0,13.23
2019-11-13-09,32.07,8.14,34.1,23.41
2019-11-13-10,32.58,5.09,43.77,42.25
2019-11-13-11,32.58,8.65,59.04,59.55
2019-11-13-12,32.07,24.94,66.17,67.7
2019-11-13-13,32.58,42.76,70.75,76.35
2019-11-13-14,30.54,56.5,73.81,87.04
2019-11-13-15,30.54,58.03,79.4,86.53
2019-11-13-16,31.05,55.48,75.84,76.86
2019-11-13-17,30.54,49.88,58.03,69.22
2019-11-13-18,28.5,40.72,42.25,58.54
2019-11-13-19,24.43,41.23,36.14,52.43
2019-11-13-20,20.36,36.14,37.67,45.3
2019-11-13-21,16.8,28.5,34.1,37.67
2019-11-13-22,17.82,23.92,52.43,25.45
2019-11-13-23,14.25,20.36,63.12,22.4
2019-11-14-00,8.14,19.85,62.1,33.59
2019-11-14-01,7.13,21.89,55.48,49.88
2019-11-14-02,8.14,23.41,51.92,58.54
2019-11-14-03,8.14,25.45,49.88,59.04
2019-11-14-04,6.62,25.96,48.86,55.48
2019-11-14-05,5.09,24.94,45.3,53.44
2019-11-14-06,4.07,23.41,42.76,46.83
2019-11-14-07,3.56,19.34,41.23,42.76
2019-11-14-08,2.04,19.34,40.72,37.67
2019-11-14-09,3.05,30.03,43.77,38.68
2019-11-14-10,6.62,34.61,48.86,43.26
2019-11-14-11,9.67,38.17,52.43,52.43
2019-11-14-12,12.72,39.7,58.03,61.59
2019-11-14-13,14.25,41.23,63.12,69.22
2019-11-14-14,14.76,41.74,67.7,72.28
2019-11-14-15,13.74,41.23,69.22,75.33
2019-11-14-16,12.22,37.67,69.22,72.28
2019-11-14-17,7.64,37.67,63.12,67.19
2019-11-14-18,3.56,34.61,58.03,58.03
2019-11-14-19,2.04,28.0,51.41,53.44
2019-11-14-20,1.02,18.32,47.85,52.43
2019-11-14-21,1.53,12.22,47.34,49.88
2019-11-14-22,1.53,9.67,44.79,45.3
2019-11-14-23,2.04,13.23,39.7,44.28
2019-11-15-00,2.04,15.78,41.23,45.3
2019-11-15-01,2.54,17.82,38.17,50.9
2019-11-15-02,2.54,19.34,36.14,48.36
2019-11-15-03,2.04,17.31,36.14,47.34
2019-11-15-04,1.53,19.34,35.12,47.85
2019-11-15-05,2.04,19.85,34.1,43.26
2019-11-15-06,1.53,18.83,34.1,40.72
2019-11-15-07,1.53,12.72,32.07,37.16
2019-11-15-08,1.53,12.22,30.54,37.16
2019-11-15-09,3.56,24.43,33.59,40.21
2019-11-15-10,6.62,36.65,38.17,43.26
2019-11-15-11,6.62,48.36,43.26,45.81
2019-11-15-12,6.62,57.01,48.36,49.37
2019-11-15-13,6.62,61.59,52.94,57.52
2019-11-15-14,7.64,63.12,57.01,63.62
2019-11-15-15,10.18,59.55,54.97,65.15
2019-11-15-16,10.18,53.44,54.46,62.61
2019-11-15-17,7.64,53.44,47.34,57.01
2019-11-15-18,6.11,42.76,44.79,45.81
2019-11-15-19,7.13,29.52,42.25,46.83
2019-11-15-20,7.64,25.96,39.19,40.21
2019-11-15-21,6.11,27.49,33.59,36.14
2019-11-15-22,4.58,25.45,30.54,35.12
2019-11-15-23,3.05,19.85,27.49,33.08
2019-11-16-00,4.07,20.36,23.41,35.63
2019-11-16-01,4.07,26.98,18.32,34.61
2019-11-16-02,3.56,32.58,22.9,31.56
2019-11-16-03,4.07,33.59,23.92,33.08
2019-11-16-04,3.56,30.03,20.87,23.92
2019-11-16-05,4.58,28.5,19.85,19.85
2019-11-16-06,3.56,24.94,20.87,16.29
2019-11-16-07,3.05,19.34,19.85,9.67
2019-11-16-08,2.54,17.82,18.83,13.74
2019-11-16-09,3.56,22.9,24.94,20.36
2019-11-16-10,7.13,32.07,26.47,24.43
2019-11-16-11,8.65,42.76,26.98,31.05
2019-11-16-12,8.14,50.9,37.67,43.77
2019-11-16-13,8.14,62.61,43.77,44.28
2019-11-16-14,7.13,63.62,47.85,47.34
2019-11-16-15,5.09,67.7,47.34,56.5
2019-11-16-16,2.54,59.04,44.28,60.57
2019-11-16-17,1.53,50.9,37.67,58.54
2019-11-16-18,1.02,42.25,36.65,47.34
2019-11-16-19,1.02,30.54,31.05,40.72
2019-11-16-20,1.53,18.83,23.41,36.65
2019-11-16-21,1.53,13.74,20.87,34.61
2019-11-16-22,1.53,17.82,19.34,28.0
2019-11-16-23,1.53,25.96,19.85,20.87
2019-11-17-00,2.54,28.5,11.71,15.78
2019-11-17-01,3.56,29.01,23.41,7.64
2019-11-17-02,2.54,30.03,22.9,7.13
2019-11-17-03,3.05,30.03,25.96,9.67
2019-11-17-04,2.54,30.54,21.38,10.18
2019-11-17-05,2.04,30.54,19.85,8.65
2019-11-17-06,2.04,24.43,16.29,7.64
2019-11-17-07,1.02,20.36,12.72,7.64
2019-11-17-08,1.02,20.36,12.72,8.14
2019-11-17-09,2.04,24.94,17.82,15.27
2019-11-17-10,3.05,31.56,29.01,31.05
2019-11-17-11,4.07,40.72,34.61,41.74
2019-11-17-12,4.58,44.79,43.26,45.81
2019-11-17-13,3.56,50.39,47.34,52.43
2019-11-17-14,4.07,52.43,52.43,64.13
2019-11-17-15,15.27,47.85,52.43,64.13
2019-11-17-16,26.98,37.16,54.46,59.04
2019-11-17-17,26.98,22.4,43.77,51.92
2019-11-17-18,27.49,13.74,30.03,50.39
2019-11-17-19,28.0,12.72,28.0,48.36
2019-11-17-20,28.5,11.2,21.38,46.32
2019-11-17-21,28.0,19.34,15.27,44.79
2019-11-17-22,26.47,19.85,9.16,34.61
2019-11-17-23,26.47,19.34,6.11,35.12
2019-11-18-00,25.45,36.65,5.6,30.03
2019-11-18-01,25.45,46.32,6.11,18.32
2019-11-18-02,24.43,40.72,6.62,11.71
2019-11-18-03,23.92,32.58,7.64,8.65
2019-11-18-04,24.43,33.59,10.18,9.16
2019-11-18-05,24.94,29.01,8.14,8.14
2019-11-18-06,24.94,27.49,6.62,13.23
2019-11-18-07,23.92,23.92,8.14,10.69
2019-11-18-08,22.9,23.41,10.69,11.2
2019-11-18-09,24.43,22.9,9.67,14.76
2019-11-18-10,25.96,14.76,13.74,22.9
2019-11-18-11,26.47,10.69,19.85,45.3
2019-11-18-12,27.49,9.67,19.34,52.94
2019-11-18-13,28.0,12.72,23.92,63.62
2019-11-18-14,27.49,16.8,45.81,69.73
2019-11-18-15,28.0,16.29,51.41,74.31
2019-11-18-16,26.98,16.29,51.41,73.81
2019-11-18-17,22.4,15.78,51.41,66.68
2019-11-18-18,14.25,13.23,47.85,57.01
2019-11-18-19,8.65,12.22,48.86,51.41
2019-11-18-20,6.62,13.74,47.85,50.39
2019-11-18-21,5.09,12.72,42.76,48.36
2019-11-18-22,4.58,12.72,35.12,47.34
2019-11-18-23,3.56,14.25,30.54,46.83
2019-11-19-00,5.09,15.27,30.03,44.28
2019-11-19-01,13.74,17.31,30.54,42.25
2019-11-19-02,18.32,18.32,29.52,40.72
2019-11-19-03,19.34,20.87,28.5,37.16
2019-11-19-04,21.38,20.87,28.0,31.56
2019-11-19-05,22.4,18.32,26.47,30.54
2019-11-19-06,21.89,11.2,25.45,26.47
2019-11-19-07,18.32,6.11,25.45,25.96
2019-11-19-08,16.8,6.62,26.47,24.43
2019-11-19-09,21.89,11.71,30.03,26.47
2019-11-19-10,24.94,17.31,34.61,31.05
2019-11-19-11,25.96,26.47,39.7,39.19
2019-11-19-12,25.96,34.61,44.28,44.28
2019-11-19-13,25.45,35.12,51.41,49.88
2019-11-19-14,26.47,37.67,54.46,55.48
2019-11-19-15,24.94,37.67,54.97,57.52
2019-11-19-16,21.38,37.16,58.03,54.46
2019-11-19-17,18.32,35.12,55.99,51.41
2019-11-19-18,9.67,31.56,54.97,48.86
2019-11-19-19,5.6,31.05,52.94,45.3
2019-11-19-20,3.56,29.52,49.88,43.77
2019-11-19-21,3.56,26.47,47.85,45.81
2019-11-19-22,3.56,24.43,46.32,45.81
2019-11-19-23,3.56,24.43,44.79,45.3
2019-11-20-00,3.05,23.41,41.23,42.76
2019-11-20-01,3.05,19.34,39.7,42.76
2019-11-20-02,3.05,13.74,40.72,42.76
2019-11-20-03,3.05,11.2,40.72,42.76
2019-11-20-04,2.54,9.67,39.7,41.23
2019-11-20-05,2.54,9.67,40.21,39.19
2019-11-20-06,2.54,8.14,39.7,42.76
2019-11-20-07,2.04,5.09,37.67,37.67
2019-11-20-08,2.04,6.62,36.14,37.67
2019-11-20-09,2.54,14.76,36.14,40.21
2019-11-20-10,3.56,29.01,37.16,38.68
2019-11-20-11,6.11,33.59,39.19,40.72
2019-11-20-12,8.65,37.16,40.21,44.79
2019-11-20-13,10.69,38.68,42.76,46.32
2019-11-20-14,11.71,41.74,43.26,48.86
2019-11-20-15,10.18,42.25,43.26,48.36
2019-11-20-16,6.62,42.76,44.28,45.3
2019-11-20-17,3.56,39.19,42.76,43.26
2019-11-20-18,2.04,34.61,41.23,39.7
2019-11-20-19,1.53,26.47,38.68,38.68
2019-11-20-20,2.04,17.31,38.17,37.16
2019-11-20-21,2.04,8.65,36.65,36.14
2019-11-20-22,2.54,7.64,34.61,38.17
2019-11-20-23,2.54,10.69,34.1,37.16
2019-11-21-00,2.54,15.78,32.58,39.19
2019-11-21-01,2.04,20.87,32.07,36.14
2019-11-21-02,2.04,20.87,32.58,35.63
2019-11-21-03,2.04,17.82,31.56,37.16
2019-11-21-04,1.53,16.8,33.08,34.1
2019-11-21-05,1.53,14.25,33.08,33.59
2019-11-21-06,1.53,8.14,33.59,32.07
2019-11-21-07,1.53,4.58,32.07,27.49
2019-11-21-08,1.53,4.58,27.49,26.47
2019-11-21-09,2.04,12.72,28.5,26.98
2019-11-21-10,2.54,23.41,32.58,30.03
2019-11-21-11,3.05,31.05,36.14,36.14
2019-11-21-12,3.05,35.12,39.7,41.74
2019-11-21-13,3.56,34.61,42.76,46.32
2019-11-21-14,4.07,34.61,44.28,51.92
2019-11-21-15,4.07,33.08,46.32,51.92
2019-11-21-16,3.56,33.59,44.79,51.41
2019-11-21-17,2.04,28.0,42.25,48.36
2019-11-21-18,1.53,21.89,38.68,39.7
2019-11-21-19,1.53,12.22,36.65,34.1
2019-11-21-20,1.53,6.62,35.12,28.0
2019-11-21-21,1.53,4.07,32.07,23.92
2019-11-21-22,1.53,3.05,31.05,16.29
2019-11-21-23,1.53,2.54,28.5,13.23
2019-11-22-00,1.53,2.04,26.47,9.16
2019-11-22-01,1.53,2.04,24.43,9.16
2019-11-22-02,1.53,2.04,19.34,11.2
2019-11-22-03,1.53,2.04,21.89,12.22
2019-11-22-04,1.53,2.54,18.32,11.71
2019-11-22-05,1.53,2.04,19.34,10.69
2019-11-22-06,1.53,2.04,23.41,7.13
2019-11-22-07,1.53,2.04,23.92,10.18
2019-11-22-08,1.53,2.54,17.31,10.69
2019-11-22-09,1.53,4.07,20.36,10.69
2019-11-22-10,2.04,7.64,26.98,15.27
2019-11-22-11,2.54,13.23,26.98,21.89
2019-11-22-12,3.05,21.89,27.49,25.45
2019-11-22-13,3.56,28.5,28.5,32.58
2019-11-22-14,3.56,30.54,28.5,34.61
2019-11-22-15,3.05,31.56,25.96,34.1
2019-11-22-16,2.04,30.03,23.41,35.63
2019-11-22-17,1.53,25.96,18.83,30.03
2019-11-22-18,1.02,20.87,17.82,29.01
2019-11-22-19,1.53,17.82,14.25,28.5
2019-11-22-20,1.53,9.67,14.25,28.5
2019-11-22-21,1.53,6.62,12.22,26.47
2019-11-22-22,1.53,5.09,11.2,26.98
2019-11-22-23,1.53,4.07,13.23,26.98
2019-11-23-00,1.53,3.05,14.25,28.0
2019-11-23-01,1.53,2.04,11.2,27.49
2019-11-23-02,1.53,6.11,12.22,23.92
2019-11-23-03,1.53,7.13,9.67,23.92
2019-11-23-04,1.02,4.07,9.67,27.49
2019-11-23-05,1.02,3.56,9.67,27.49
2019-11-23-06,1.02,4.07,10.18,25.96
2019-11-23-07,1.02,6.11,10.18,17.82
2019-11-23-08,1.02,7.64,11.71,12.22
2019-11-23-09,2.04,13.74,12.22,16.8
2019-11-23-10,5.09,18.83,16.8,25.45
2019-11-23-11,9.67,23.92,24.94,29.52
2019-11-23-12,13.74,25.96,31.05,34.61
2019-11-23-13,18.83,25.45,37.67,43.26
2019-11-23-14,22.9,22.4,43.26,48.36
2019-11-23-15,24.43,17.31,45.81,50.9
2019-11-23-16,20.36,13.74,44.79,48.36
2019-11-23-17,13.74,11.2,34.61,45.3
2019-11-23-18,7.64,12.72,23.92,41.74
2019-11-23-19,6.62,10.18,22.4,42.76
2019-11-23-20,5.09,6.62,21.38,38.17
2019-11-23-21,6.62,4.58,19.34,35.12
2019-11-23-22,10.69,4.58,17.82,30.03
2019-11-23-23,24.94,6.11,16.8,27.49
2019-11-24-00,28.0,6.62,16.29,24.43
2019-11-24-01,29.52,7.64,17.31,22.9
2019-11-24-02,28.5,5.09,13.23,20.87
