,北京,上海,福州,廈門
2019-04-07-18,45.81,95.18,46.32,72.79
2019-04-07-19,42.25,88.06,30.03,54.46
2019-04-07-20,40.21,75.84,14.25,40.72
2019-04-07-21,38.17,69.73,8.14,34.61
2019-04-07-22,36.14,68.72,7.13,36.14
2019-04-07-23,37.16,65.15,6.11,31.05
2019-04-08-00,34.61,58.54,6.62,26.98
2019-04-08-01,29.01,54.46,6.62,27.49
2019-04-08-02,21.89,44.79,7.13,21.38
2019-04-08-03,14.76,35.63,6.62,15.78
2019-04-08-04,12.22,25.96,6.62,17.82
2019-04-08-05,10.69,22.4,9.16,12.72
2019-04-08-06,7.64,23.41,10.69,10.18
2019-04-08-07,7.64,31.56,11.2,11.71
2019-04-08-08,13.23,44.28,14.25,15.78
2019-04-08-09,17.82,59.04,19.85,26.47
2019-04-08-10,25.45,71.26,27.49,37.16
2019-04-08-11,33.59,90.09,37.16,54.97
2019-04-08-12,36.65,94.16,51.41,58.03
2019-04-08-13,39.7,75.33,63.62,55.48
2019-04-08-14,42.25,58.03,83.98,55.99
2019-04-08-15,44.79,51.41,90.6,50.39
2019-04-08-16,46.83,45.81,85.0,42.76
2019-04-08-17,45.3,49.37,72.79,43.26
2019-04-08-18,42.76,50.39,62.1,46.32
2019-04-08-19,38.68,51.41,51.92,40.72
2019-04-08-20,33.59,48.86,44.28,29.52
2019-04-08-21,29.52,46.83,38.17,25.45
2019-04-08-22,28.0,47.34,37.16,24.43
2019-04-08-23,26.47,46.32,35.12,17.82
2019-04-09-00,28.5,46.83,32.07,17.31
2019-04-09-01,24.94,48.86,31.56,15.78
2019-04-09-02,21.89,45.81,26.47,16.8
2019-04-09-03,22.4,42.76,22.9,16.29
2019-04-09-04,33.59,40.72,19.34,16.29
2019-04-09-05,34.1,38.17,13.23,15.27
2019-04-09-06,32.07,34.61,8.14,15.27
2019-04-09-07,29.01,32.07,8.14,15.78
2019-04-09-08,27.49,32.07,12.72,19.34
2019-04-09-09,27.49,36.14,15.78,21.38
2019-04-09-10,26.47,40.72,20.87,22.4
2019-04-09-11,23.92,45.3,28.0,24.43
2019-04-09-12,23.92,54.97,34.1,25.96
2019-04-09-13,28.0,68.72,40.72,28.0
2019-04-09-14,32.07,69.73,45.3,33.59
2019-04-09-15,38.68,55.99,49.37,33.08
2019-04-09-16,40.21,47.34,55.48,31.56
2019-04-09-17,39.19,38.68,53.44,28.0
2019-04-09-18,37.16,31.56,49.88,24.43
2019-04-09-19,34.1,29.52,41.23,25.45
2019-04-09-20,31.05,24.43,36.14,23.41
2019-04-09-21,25.45,25.45,30.54,20.36
2019-04-09-22,20.87,30.03,24.43,20.87
2019-04-09-23,19.85,35.63,24.94,20.87
2019-04-10-00,19.85,37.16,18.83,17.31
2019-04-10-01,20.36,37.16,13.23,16.29
2019-04-10-02,16.8,35.63,8.65,14.76
2019-04-10-03,10.69,35.12,8.14,15.27
2019-04-10-04,12.72,38.17,8.14,10.69
2019-04-10-05,10.69,39.19,10.18,9.67
2019-04-10-06,9.16,40.72,7.64,6.62
2019-04-10-07,8.65,39.7,9.16,6.11
2019-04-10-08,15.27,37.16,15.78,7.13
2019-04-10-09,24.94,35.12,24.94,8.65
2019-04-10-10,34.1,34.61,28.0,19.34
2019-04-10-11,39.7,34.61,38.68,29.01
2019-04-10-12,44.28,32.07,43.26,38.17
2019-04-10-13,46.83,30.54,43.26,48.36
2019-04-10-14,49.37,29.52,38.17,53.95
2019-04-10-15,50.39,32.07,36.65,50.9
2019-04-10-16,50.9,33.08,35.12,46.83
2019-04-10-17,50.9,36.14,32.07,47.34
2019-04-10-18,48.36,40.21,32.58,31.56
2019-04-10-19,44.28,44.28,31.56,22.9
2019-04-10-20,41.74,45.3,32.58,22.9
2019-04-10-21,41.23,45.3,33.08,22.4
2019-04-10-22,38.68,45.3,33.08,24.43
2019-04-10-23,34.1,44.79,35.12,28.0
2019-04-11-00,29.01,46.83,36.65,28.5
2019-04-11-01,23.41,46.83,38.17,24.43
2019-04-11-02,17.82,47.34,37.16,26.98
2019-04-11-03,15.27,46.83,38.17,28.5
2019-04-11-04,12.22,43.77,39.7,26.98
2019-04-11-05,11.71,40.72,40.21,30.03
2019-04-11-06,9.16,38.68,38.68,31.56
2019-04-11-07,8.14,35.12,36.14,28.5
2019-04-11-08,10.18,36.65,31.56,23.41
2019-04-11-09,11.2,42.25,28.5,21.89
2019-04-11-10,24.94,47.34,26.98,22.9
2019-04-11-11,42.25,51.41,25.96,23.41
2019-04-11-12,48.86,51.41,26.98,16.8
2019-04-11-13,53.44,53.44,25.96,14.76
2019-04-11-14,-999.0,-999.0,37.67,-999.0
2019-04-11-15,52.43,57.01,24.94,21.38
2019-04-11-16,50.39,56.5,24.43,19.34
2019-04-11-17,54.97,56.5,19.85,18.32
2019-04-11-18,55.48,53.44,12.22,19.34
2019-04-11-19,51.92,43.77,13.23,18.83
2019-04-11-20,47.85,36.14,16.8,18.32
2019-04-11-21,44.79,30.54,19.34,16.29
2019-04-11-22,40.21,26.98,28.0,19.34
2019-04-11-23,35.63,23.92,30.03,24.43
2019-04-12-00,29.01,22.9,32.07,32.07
2019-04-12-01,23.92,21.89,31.56,32.07
2019-04-12-02,17.82,15.27,31.05,30.54
2019-04-12-03,13.74,8.14,29.01,30.54
2019-04-12-04,9.67,3.05,30.03,30.54
2019-04-12-05,8.14,3.05,31.05,28.0
2019-04-12-06,7.13,4.07,30.03,26.47
2019-04-12-07,5.09,6.11,25.45,26.98
2019-04-12-08,6.11,11.71,22.9,25.45
2019-04-12-09,11.71,27.49,23.41,26.47
2019-04-12-10,17.82,46.32,24.94,28.0
2019-04-12-11,21.38,54.97,26.47,31.56
2019-04-12-12,31.56,65.15,31.56,34.61
2019-04-12-13,43.26,71.26,37.67,38.68
2019-04-12-14,50.9,76.86,46.32,41.23
2019-04-12-15,56.5,79.91,52.43,38.17
2019-04-12-16,57.01,74.82,52.94,29.52
2019-04-12-17,59.55,70.75,52.94,28.0
2019-04-12-18,61.08,66.68,49.37,32.58
2019-04-12-19,62.61,59.04,43.77,33.08
2019-04-12-20,62.61,58.03,45.3,32.07
2019-04-12-21,54.46,59.55,44.28,35.12
2019-04-12-22,50.9,57.52,46.32,37.16
2019-04-12-23,44.79,54.97,47.34,38.17
2019-04-13-00,38.17,51.41,44.79,39.19
2019-04-13-01,31.56,52.43,41.74,41.23
2019-04-13-02,24.43,51.41,36.14,40.21
2019-04-13-03,18.32,48.36,34.1,43.26
2019-04-13-04,13.23,49.37,33.08,44.28
2019-04-13-05,9.67,50.39,34.1,43.26
2019-04-13-06,8.65,45.81,34.1,42.76
2019-04-13-07,6.11,41.74,32.07,39.19
2019-04-13-08,9.16,43.26,28.0,31.05
2019-04-13-09,16.29,48.86,24.94,30.54
2019-04-13-10,23.92,58.54,31.05,30.03
2019-04-13-11,33.08,63.62,35.12,23.92
2019-04-13-12,41.74,65.15,29.52,21.38
2019-04-13-13,45.3,67.19,27.49,28.0
2019-04-13-14,44.28,69.73,30.03,31.05
2019-04-13-15,44.79,72.79,30.54,25.96
2019-04-13-16,46.83,72.79,26.98,25.45
2019-04-13-17,-999.0,-999.0,-999.0,-999.0
2019-04-13-18,46.83,59.04,22.9,22.9
2019-04-13-19,45.3,50.39,13.23,15.27
2019-04-13-20,43.77,45.3,12.22,11.71
2019-04-13-21,45.81,43.26,11.2,12.72
2019-04-13-22,45.3,40.21,11.2,10.18
2019-04-13-23,41.23,36.14,9.16,8.65
2019-04-14-00,38.17,32.58,6.62,8.65
2019-04-14-01,41.23,29.01,5.6,7.13
2019-04-14-02,41.23,27.49,9.67,7.13
2019-04-14-03,38.68,25.96,10.18,8.14
2019-04-14-04,34.61,23.41,9.16,7.13
2019-04-14-05,24.94,19.85,8.65,8.65
2019-04-14-06,18.32,14.76,8.65,14.25
2019-04-14-07,15.27,10.69,6.62,17.31
2019-04-14-08,21.38,9.67,7.64,11.71
2019-04-14-09,33.59,13.23,9.67,11.71
2019-04-14-10,41.74,17.31,12.72,20.36
2019-04-14-11,44.79,32.58,20.36,31.05
2019-04-14-12,-999.0,-999.0,-999.0,-999.0
2019-04-14-13,49.88,58.54,26.98,46.32
2019-04-14-14,51.92,59.55,37.16,43.26
2019-04-14-15,53.44,60.57,44.79,26.47
2019-04-14-16,54.46,61.08,38.17,24.94
2019-04-14-17,53.95,61.59,27.49,30.54
2019-04-14-18,52.43,62.61,29.52,12.72
2019-04-14-19,49.37,59.04,34.61,10.18
2019-04-14-20,44.28,53.44,36.65,17.31
2019-04-14-21,39.19,52.94,50.9,33.59
2019-04-14-22,36.14,51.92,58.03,32.07
2019-04-14-23,33.59,49.37,53.44,41.74
2019-04-15-00,29.52,48.86,48.36,48.86
2019-04-15-01,23.92,47.85,53.44,49.37
2019-04-15-02,21.38,43.77,52.43,53.44
2019-04-15-03,20.87,39.7,49.88,57.52
2019-04-15-04,15.27,38.17,47.34,64.13
2019-04-15-05,10.18,36.14,50.39,66.17
2019-04-15-06,6.11,32.58,51.41,66.17
2019-04-15-07,5.09,30.54,47.34,63.12
2019-04-15-08,6.62,35.63,49.88,56.5
2019-04-15-09,12.22,41.74,51.41,54.97
2019-04-15-10,16.29,47.85,54.46,54.97
2019-04-15-11,20.36,53.44,57.52,59.55
2019-04-15-12,26.98,56.5,61.59,62.1
2019-04-15-13,38.68,58.54,63.12,63.62
2019-04-15-14,49.88,60.06,64.64,66.17
2019-04-15-15,62.61,60.06,62.61,65.15
2019-04-15-16,66.17,60.06,61.08,63.62
2019-04-15-17,66.17,59.55,61.08,60.06
2019-04-15-18,64.13,57.52,62.1,52.94
2019-04-15-19,59.55,52.94,63.12,51.92
2019-04-15-20,50.39,53.95,62.1,49.37
2019-04-15-21,44.28,51.41,59.55,48.86
2019-04-15-22,42.76,46.83,58.54,47.34
2019-04-15-23,38.68,48.36,55.48,44.28
2019-04-16-00,38.68,53.44,53.95,46.83
2019-04-16-01,38.68,54.97,53.95,48.36
2019-04-16-02,38.17,51.41,52.94,47.85
2019-04-16-03,35.63,50.9,54.97,41.74
2019-04-16-04,31.56,51.41,51.41,41.23
2019-04-16-05,27.49,50.9,50.9,40.72
2019-04-16-06,17.82,48.86,48.86,35.63
2019-04-16-07,13.23,46.32,44.28,32.07
2019-04-16-08,16.8,45.81,40.72,24.43
2019-04-16-09,24.94,47.85,43.26,22.4
2019-04-16-10,33.59,50.9,45.81,30.54
2019-04-16-11,41.74,51.92,48.86,34.61
2019-04-16-12,53.44,50.9,49.37,29.01
2019-04-16-13,65.66,49.88,47.34,32.58
2019-04-16-14,75.84,54.46,41.23,33.08
2019-04-16-15,86.02,59.04,43.77,28.0
2019-04-16-16,90.09,60.06,42.76,20.87
2019-04-16-17,91.11,57.52,40.21,19.85
2019-04-16-18,86.53,53.44,39.19,17.82
2019-04-16-19,82.97,45.3,23.92,18.83
2019-04-16-20,74.82,39.19,13.74,22.4
2019-04-16-21,66.17,34.61,11.2,24.43
2019-04-16-22,52.94,36.14,13.74,19.34
2019-04-16-23,44.79,35.12,13.23,17.31
2019-04-17-00,39.19,34.61,11.71,12.72
2019-04-17-01,32.58,37.67,13.23,13.74
2019-04-17-02,25.45,40.21,10.69,7.64
2019-04-17-03,18.32,38.68,9.16,9.67
2019-04-17-04,10.18,35.12,8.65,6.62
2019-04-17-05,10.69,33.59,8.14,7.13
2019-04-17-06,10.69,28.0,9.16,8.65
2019-04-17-07,8.65,27.49,9.67,8.65
2019-04-17-08,12.72,30.54,13.74,9.67
2019-04-17-09,21.89,30.03,19.34,10.69
2019-04-17-10,37.67,34.61,26.47,9.67
2019-04-17-11,50.39,40.72,36.14,13.74
2019-04-17-12,63.12,50.39,46.32,16.8
2019-04-17-13,78.39,59.55,58.03,30.03
2019-04-17-14,93.15,68.21,67.19,36.65
2019-04-17-15,101.8,74.31,71.26,48.36
2019-04-17-16,106.89,73.3,69.73,64.64
2019-04-17-17,106.89,73.81,65.15,62.61
2019-04-17-18,103.33,63.12,60.06,51.92
2019-04-17-19,92.64,61.08,54.46,41.23
2019-04-17-20,76.35,55.48,45.81,40.72
2019-04-17-21,49.37,46.83,37.16,42.76
2019-04-17-22,40.72,43.77,34.61,36.65
2019-04-17-23,44.28,39.19,24.94,31.05
2019-04-18-00,47.85,37.16,11.71,26.98
2019-04-18-01,49.88,40.21,9.67,15.78
2019-04-18-02,51.92,44.79,14.76,19.85
2019-04-18-03,44.28,48.36,13.74,8.14
2019-04-18-04,37.67,52.43,17.82,7.64
2019-04-18-05,38.17,52.43,19.34,8.65
2019-04-18-06,39.19,47.85,17.31,7.64
2019-04-18-07,38.68,43.77,20.36,8.65
2019-04-18-08,37.67,44.79,26.98,8.65
2019-04-18-09,38.68,51.41,34.61,17.82
2019-04-18-10,41.74,58.54,41.74,33.59
2019-04-18-11,43.26,70.24,54.97,44.79
2019-04-18-12,45.3,82.46,64.13,52.94
2019-04-18-13,47.34,92.13,75.84,67.7
2019-04-18-14,47.34,98.75,81.95,86.02
2019-04-18-15,47.34,98.75,80.42,87.04
2019-04-18-16,46.83,97.22,73.81,85.51
2019-04-18-17,46.32,91.62,70.24,80.93
2019-04-18-18,44.79,84.49,62.1,78.39
2019-04-18-19,42.25,74.31,55.99,65.15
2019-04-18-20,42.76,59.04,51.92,59.04
2019-04-18-21,41.23,47.85,44.79,59.04
2019-04-18-22,38.68,41.74,41.23,52.43
2019-04-18-23,37.67,39.19,35.63,40.21
2019-04-19-00,36.65,38.68,32.58,37.16
2019-04-19-01,34.61,38.17,22.9,57.01
2019-04-19-02,32.07,38.68,19.34,51.92
2019-04-19-03,30.03,35.63,18.32,45.3
2019-04-19-04,25.45,31.05,17.31,37.16
2019-04-19-05,23.92,24.94,14.25,33.59
2019-04-19-06,21.89,20.87,11.2,26.47
2019-04-19-07,23.92,18.32,13.23,19.85
2019-04-19-08,30.03,22.4,15.78,15.78
2019-04-19-09,34.61,28.0,19.85,15.27
2019-04-19-10,36.14,31.56,26.47,20.87
2019-04-19-11,37.67,33.08,28.0,15.78
2019-04-19-12,38.68,37.16,31.56,10.69
2019-04-19-13,40.72,43.77,33.08,10.69
2019-04-19-14,48.36,47.85,34.61,19.34
2019-04-19-15,44.28,51.41,32.07,20.36
2019-04-19-16,44.28,54.46,31.05,20.36
2019-04-19-17,-999.0,-999.0,-999.0,-999.0
2019-04-19-18,42.76,45.3,31.05,18.83
2019-04-19-19,40.72,36.65,23.41,16.8
2019-04-19-20,38.17,26.98,18.32,22.9
2019-04-19-21,33.59,23.92,20.36,14.76
2019-04-19-22,31.56,21.89,15.78,19.85
2019-04-19-23,27.49,18.83,15.78,28.0
2019-04-20-00,22.4,18.32,15.78,25.96
2019-04-20-01,21.38,24.43,16.29,22.4
2019-04-20-02,17.82,29.52,15.27,20.87
2019-04-20-03,18.32,31.56,12.72,15.27
2019-04-20-04,21.38,31.05,9.67,10.69
2019-04-20-05,19.34,31.05,9.67,18.83
2019-04-20-06,17.82,28.0,9.16,14.76
2019-04-20-07,15.78,26.47,10.69,9.16
2019-04-20-08,12.72,26.47,12.22,8.14
2019-04-20-09,13.23,30.03,15.78,16.29
2019-04-20-10,12.72,36.14,16.8,21.38
2019-04-20-11,12.72,41.23,30.54,30.03
2019-04-20-12,14.25,47.34,39.19,32.58
2019-04-20-13,17.31,50.9,48.36,46.83
2019-04-20-14,19.85,50.39,53.44,43.77
2019-04-20-15,20.36,46.83,56.5,41.74
2019-04-20-16,20.87,44.28,59.04,35.12
2019-04-20-17,17.31,42.76,58.03,20.87
2019-04-20-18,13.23,41.23,53.44,15.27
2019-04-20-19,9.16,39.7,49.37,10.69
2019-04-20-20,5.6,36.65,44.28,7.64
2019-04-20-21,3.05,-999.0,-999.0,-999.0
2019-04-20-22,-999.0,-999.0,-999.0,-999.0
2019-04-20-23,2.04,26.98,33.59,9.67
2019-04-21-00,2.04,22.4,31.05,8.65
2019-04-21-01,2.04,23.41,28.5,11.2
2019-04-21-02,2.04,25.96,29.01,10.18
2019-04-21-03,2.04,28.5,29.52,11.71
2019-04-21-04,2.04,28.5,28.5,13.74
2019-04-21-05,2.54,28.5,30.54,15.27
2019-04-21-06,1.53,25.96,28.0,18.83
2019-04-21-07,1.02,22.9,29.01,19.34
2019-04-21-08,2.04,19.34,24.43,23.41
2019-04-21-09,7.64,17.82,23.92,23.41
2019-04-21-10,21.89,19.34,25.96,24.43
2019-04-21-11,35.63,22.9,25.45,31.56
2019-04-21-12,44.28,30.54,30.03,39.19
2019-04-21-13,47.85,28.0,42.25,38.68
2019-04-21-14,52.43,20.87,54.46,34.61
2019-04-21-15,54.46,18.32,58.54,32.58
2019-04-21-16,59.04,18.32,62.1,30.54
2019-04-21-17,59.55,18.32,59.55,34.1
2019-04-21-18,57.01,19.34,48.36,32.07
2019-04-21-19,50.39,18.83,39.7,28.0
2019-04-21-20,46.32,21.38,33.59,25.45
2019-04-21-21,42.76,24.43,28.5,22.9
2019-04-21-22,37.67,25.45,24.43,21.38
2019-04-21-23,33.08,24.43,20.87,19.34
2019-04-22-00,30.03,22.4,16.29,18.32
2019-04-22-01,29.01,17.31,12.72,15.78
2019-04-22-02,25.45,16.29,9.16,15.78
2019-04-22-03,19.34,16.29,9.16,13.23
2019-04-22-04,13.74,16.8,8.65,11.2
2019-04-22-05,10.18,15.78,9.67,10.18
2019-04-22-06,16.29,14.25,10.18,9.67
2019-04-22-07,5.09,11.71,10.69,15.27
2019-04-22-08,8.65,9.16,11.71,10.18
2019-04-22-09,15.27,9.67,17.82,10.69
2019-04-22-10,25.45,13.23,21.38,18.83
2019-04-22-11,36.65,15.27,28.5,29.52
2019-04-22-12,55.99,17.31,46.32,35.12
2019-04-22-13,80.93,20.36,59.55,43.77
2019-04-22-14,95.69,21.38,64.13,47.34
2019-04-22-15,103.33,20.36,58.54,48.36
2019-04-22-16,104.85,18.32,47.34,44.28
2019-04-22-17,106.38,18.32,41.23,37.67
2019-04-22-18,102.82,16.8,34.61,29.52
2019-04-22-19,93.66,14.25,27.49,29.01
2019-04-22-20,77.88,17.31,21.38,33.08
2019-04-22-21,65.66,23.92,16.8,26.47
2019-04-22-22,53.44,26.98,14.76,20.87
2019-04-22-23,46.32,27.49,17.82,15.78
2019-04-23-00,40.72,26.47,19.34,8.14
2019-04-23-01,38.17,22.9,19.34,8.65
2019-04-23-02,34.61,19.34,20.36,13.23
2019-04-23-03,29.52,14.25,16.29,11.2
2019-04-23-04,21.89,11.71,10.69,6.11
2019-04-23-05,15.78,10.69,10.69,8.14
2019-04-23-06,7.64,5.09,9.67,12.22
2019-04-23-07,8.65,3.56,14.25,15.27
2019-04-23-08,11.71,5.09,15.27,15.27
2019-04-23-09,18.83,7.64,17.31,18.83
2019-04-23-10,27.49,13.74,24.94,24.94
2019-04-23-11,38.17,20.36,37.16,36.65
2019-04-23-12,50.39,34.1,49.37,43.26
2019-04-23-13,55.99,30.03,57.01,53.44
2019-04-23-14,58.03,33.59,68.21,52.43
2019-04-23-15,54.97,46.83,70.24,52.43
2019-04-23-16,52.94,57.01,52.94,51.41
2019-04-23-17,52.43,58.54,54.97,46.32
2019-04-23-18,49.88,51.92,55.48,41.23
2019-04-23-19,45.81,37.67,53.95,31.56
2019-04-23-20,39.7,29.01,53.95,30.54
2019-04-23-21,33.08,25.96,47.85,19.85
2019-04-23-22,27.49,21.38,43.26,20.87
2019-04-23-23,20.87,10.18,34.1,27.49
2019-04-24-00,16.29,6.62,25.45,21.89
2019-04-24-01,13.23,5.6,20.87,16.8
2019-04-24-02,21.38,5.09,15.78,14.25
2019-04-24-03,21.89,2.54,14.76,8.65
2019-04-24-04,15.27,2.04,11.2,8.65
2019-04-24-05,10.69,2.54,9.67,8.65
2019-04-24-06,9.16,2.54,8.65,4.58
2019-04-24-07,6.62,2.54,10.69,5.6
2019-04-24-08,7.13,2.54,12.22,5.09
2019-04-24-09,5.6,4.07,14.76,6.11
2019-04-24-10,6.11,13.74,28.0,11.2
2019-04-24-11,8.65,26.98,47.34,26.98
2019-04-24-12,22.4,28.5,60.57,39.19
2019-04-24-13,26.47,28.0,71.26,44.28
2019-04-24-14,26.98,30.54,85.0,45.3
2019-04-24-15,28.5,26.98,87.55,42.76
2019-04-24-16,29.52,31.56,84.49,38.68
2019-04-24-17,28.5,31.05,85.0,39.7
2019-04-24-18,26.98,23.92,73.81,37.67
2019-04-24-19,26.47,22.4,54.46,31.05
2019-04-24-20,27.49,24.94,44.28,22.4
2019-04-24-21,28.5,27.49,35.63,16.8
2019-04-24-22,30.03,26.47,28.5,12.72
2019-04-24-23,32.07,26.47,22.9,8.65
2019-04-25-00,33.08,28.0,18.32,11.71
2019-04-25-01,33.08,26.47,16.29,6.11
2019-04-25-02,33.08,24.43,11.71,4.07
2019-04-25-03,32.58,22.4,11.2,1.02
2019-04-25-04,28.5,19.34,11.2,3.05
2019-04-25-05,32.07,24.94,12.22,2.04
2019-04-25-06,29.01,22.9,9.67,3.56
2019-04-25-07,24.94,19.34,11.71,4.58
2019-04-25-08,35.63,17.82,16.29,7.64
2019-04-25-09,39.7,16.8,22.4,11.71
2019-04-25-10,42.25,16.29,29.01,16.8
2019-04-25-11,44.28,21.89,38.68,37.16
2019-04-25-12,44.28,29.01,52.94,44.79
2019-04-25-13,47.85,31.56,63.62,47.85
2019-04-25-14,50.9,26.47,51.92,49.37
2019-04-25-15,51.41,34.1,44.79,45.81
2019-04-25-16,52.43,48.86,43.77,42.76
2019-04-25-17,51.92,50.39,45.81,43.26
2019-04-25-18,48.86,41.23,43.77,42.76
2019-04-25-19,45.3,31.05,37.67,31.56
2019-04-25-20,42.25,29.52,30.54,28.0
2019-04-25-21,38.17,30.03,26.47,16.8
2019-04-25-22,36.65,33.08,21.89,15.78
2019-04-25-23,34.1,32.07,18.83,21.89
2019-04-26-00,37.67,30.54,15.78,24.43
2019-04-26-01,41.74,28.0,14.25,25.45
2019-04-26-02,36.65,35.12,13.23,21.89
2019-04-26-03,34.61,40.21,13.74,19.85
2019-04-26-04,32.07,42.25,12.72,19.34
2019-04-26-05,28.0,40.21,12.22,20.87
2019-04-26-06,22.4,36.14,8.65,25.45
2019-04-26-07,22.4,29.52,13.23,22.9
2019-04-26-08,31.56,28.5,21.89,28.0
2019-04-26-09,40.72,26.47,26.47,34.1
2019-04-26-10,45.3,33.59,31.56,42.76
2019-04-26-11,48.86,36.65,43.26,53.44
2019-04-26-12,51.92,38.68,56.5,60.57
2019-04-26-13,54.46,38.68,61.59,62.61
2019-04-26-14,55.99,41.23,62.1,55.48
2019-04-26-15,57.52,41.23,60.06,51.92
2019-04-26-16,58.54,38.68,58.03,49.37
2019-04-26-17,59.04,38.17,57.52,44.28
2019-04-26-18,58.54,38.17,57.01,34.1
2019-04-26-19,53.95,39.7,54.46,19.85
2019-04-26-20,47.85,43.77,50.9,20.36
2019-04-26-21,43.26,43.77,44.28,38.68
2019-04-26-22,40.72,43.77,42.76,35.12
2019-04-26-23,35.12,40.72,47.34,39.19
2019-04-27-00,32.07,37.67,54.46,45.3
2019-04-27-01,30.03,38.17,55.48,45.81
2019-04-27-02,26.98,41.74,55.48,40.72
2019-04-27-03,25.45,44.28,52.43,38.68
2019-04-27-04,22.4,43.26,49.88,36.14
2019-04-27-05,22.4,44.28,49.37,36.14
2019-04-27-06,22.4,41.23,44.79,36.65
2019-04-27-07,19.85,40.21,41.74,50.9
2019-04-27-08,17.31,48.86,42.76,46.83
2019-04-27-09,16.8,53.44,41.23,45.3
2019-04-27-10,16.8,54.97,42.25,42.25
2019-04-27-11,19.34,58.54,44.28,44.28
2019-04-27-12,25.45,62.1,43.77,45.81
2019-04-27-13,34.61,62.61,42.76,52.94
2019-04-27-14,38.17,62.1,43.26,52.94
2019-04-27-15,40.72,61.59,41.23,54.97
2019-04-27-16,42.25,60.57,42.76,59.04
2019-04-27-17,43.26,58.54,41.74,58.54
2019-04-27-18,42.25,54.46,43.26,55.48
2019-04-27-19,40.21,52.43,41.74,50.9
2019-04-27-20,36.65,52.43,40.72,44.79
2019-04-27-21,32.58,52.43,40.21,43.26
2019-04-27-22,32.58,48.86,38.68,41.23
2019-04-27-23,30.54,46.32,37.16,40.21
2019-04-28-00,30.03,45.3,37.16,38.17
2019-04-28-01,28.5,45.81,35.63,37.67
2019-04-28-02,26.98,44.28,33.59,38.68
2019-04-28-03,25.96,43.77,29.52,37.16
2019-04-28-04,23.41,44.28,30.03,34.61
2019-04-28-05,19.34,42.76,27.49,33.59
2019-04-28-06,15.78,41.23,25.96,31.05
2019-04-28-07,14.25,34.61,24.94,31.56
2019-04-28-08,16.29,31.05,19.85,34.61
2019-04-28-09,18.83,28.0,22.9,33.59
2019-04-28-10,21.89,24.94,24.43,31.56
2019-04-28-11,25.96,24.43,23.41,33.59
2019-04-28-12,33.59,26.98,24.43,35.12
2019-04-28-13,40.72,31.05,31.56,47.85
2019-04-28-14,44.79,27.49,44.28,62.1
2019-04-28-15,48.36,21.38,49.88,64.64
2019-04-28-16,46.83,18.32,48.36,62.61
2019-04-28-17,46.32,18.32,41.74,62.61
2019-04-28-18,45.81,17.82,29.01,59.55
2019-04-28-19,43.26,21.89,20.36,57.01
2019-04-28-20,40.21,26.98,12.22,51.92
2019-04-28-21,38.17,29.01,11.71,43.77
2019-04-28-22,36.14,25.45,8.14,42.76
2019-04-28-23,33.59,29.01,10.18,41.23
2019-04-29-00,31.56,26.47,13.23,32.07
2019-04-29-01,26.47,21.38,9.16,23.41
2019-04-29-02,21.38,17.31,7.64,19.34
2019-04-29-03,15.27,15.78,6.62,15.78
2019-04-29-04,12.72,16.8,7.13,18.83
2019-04-29-05,13.74,18.32,10.18,18.83
2019-04-29-06,11.2,18.32,12.72,15.27
2019-04-29-07,13.74,16.8,15.78,13.23
2019-04-29-08,14.76,15.78,12.22,14.76
2019-04-29-09,16.8,13.23,17.31,19.85
2019-04-29-10,24.94,10.18,20.87,30.54
2019-04-29-11,32.07,10.18,25.96,44.79
2019-04-29-12,41.74,8.14,34.1,48.36
2019-04-29-13,51.41,10.18,49.88,45.3
2019-04-29-14,60.06,12.72,61.59,39.7
2019-04-29-15,68.21,20.87,71.77,34.1
2019-04-29-16,71.26,23.41,73.3,34.61
2019-04-29-17,72.28,26.98,72.79,31.56
2019-04-29-18,68.72,23.41,66.17,26.98
2019-04-29-19,64.13,22.9,58.54,20.87
2019-04-29-20,53.95,21.89,46.83,15.78
2019-04-29-21,40.21,21.38,34.61,17.31
2019-04-29-22,21.89,23.92,24.94,16.29
2019-04-29-23,13.23,29.01,19.34,13.23
2019-04-30-00,4.58,33.08,12.72,14.25
2019-04-30-01,5.6,37.16,7.64,14.25
2019-04-30-02,4.07,38.68,8.14,12.72
2019-04-30-03,8.14,38.68,7.64,6.62
2019-04-30-04,17.82,38.17,6.11,6.62
2019-04-30-05,26.98,35.63,6.62,7.64
2019-04-30-06,30.54,31.56,6.62,8.14
2019-04-30-07,30.54,30.54,9.67,8.14
2019-04-30-08,33.08,30.54,12.72,9.67
2019-04-30-09,38.17,30.54,13.74,16.29
2019-04-30-10,41.23,34.1,17.31,16.8
2019-04-30-11,43.77,33.59,26.47,23.92
2019-04-30-12,47.34,35.63,41.23,34.1
2019-04-30-13,50.39,36.65,52.94,41.23
2019-04-30-14,49.37,36.14,51.92,44.79
2019-04-30-15,49.88,38.17,39.19,46.32
2019-04-30-16,49.37,36.65,29.01,47.34
2019-04-30-17,48.36,36.14,27.49,40.72
2019-04-30-18,47.85,36.65,24.94,36.65
2019-04-30-19,45.3,33.08,22.9,34.61
2019-04-30-20,40.72,26.98,20.87,26.98
2019-04-30-21,36.65,16.29,20.87,20.87
2019-04-30-22,33.59,10.69,22.9,19.34
2019-04-30-23,33.08,6.62,23.92,11.2
