,北京,上海,福州,廈門
2019-10-13-18,19.0,21.0,21.0,25.0
2019-10-13-19,19.0,21.0,21.0,30.0
2019-10-13-20,20.0,27.0,20.0,26.0
2019-10-13-21,22.0,30.0,18.0,27.0
2019-10-13-22,21.0,29.0,21.0,27.0
2019-10-13-23,21.0,28.0,23.0,24.0
2019-10-14-00,15.0,22.0,22.0,22.0
2019-10-14-01,8.0,22.0,21.0,20.0
2019-10-14-02,6.0,18.0,19.0,20.0
2019-10-14-03,4.0,14.0,19.0,18.0
2019-10-14-04,5.0,13.0,16.0,17.0
2019-10-14-05,4.0,14.0,12.0,17.0
2019-10-14-06,5.0,16.0,11.0,18.0
2019-10-14-07,7.0,16.0,12.0,18.0
2019-10-14-08,6.0,18.0,12.0,16.0
2019-10-14-09,6.0,21.0,15.0,14.0
2019-10-14-10,6.0,20.0,11.0,13.0
2019-10-14-11,5.0,16.0,10.0,14.0
2019-10-14-12,7.0,16.0,13.0,15.0
2019-10-14-13,5.0,18.0,14.0,15.0
2019-10-14-14,7.0,20.0,15.0,14.0
2019-10-14-15,6.0,16.0,15.0,14.0
2019-10-14-16,7.0,19.0,13.0,15.0
2019-10-14-17,8.0,26.0,13.0,16.0
2019-10-14-18,10.0,27.0,12.0,17.0
2019-10-14-19,15.0,25.0,13.0,18.0
2019-10-14-20,19.0,23.0,13.0,18.0
2019-10-14-21,19.0,18.0,11.0,14.0
2019-10-14-22,19.0,15.0,10.0,11.0
2019-10-14-23,18.0,12.0,10.0,10.0
2019-10-15-00,18.0,8.0,10.0,10.0
2019-10-15-01,18.0,7.0,11.0,10.0
2019-10-15-02,16.0,6.0,10.0,11.0
2019-10-15-03,14.0,8.0,11.0,11.0
2019-10-15-04,12.0,13.0,14.0,12.0
2019-10-15-05,10.0,9.0,15.0,9.0
2019-10-15-06,9.0,9.0,14.0,9.0
2019-10-15-07,10.0,9.0,13.0,9.0
2019-10-15-08,12.0,11.0,13.0,10.0
2019-10-15-09,12.0,11.0,14.0,11.0
2019-10-15-10,15.0,10.0,16.0,11.0
2019-10-15-11,12.0,12.0,16.0,14.0
2019-10-15-12,13.0,8.0,17.0,17.0
2019-10-15-13,11.0,8.0,14.0,18.0
2019-10-15-14,13.0,10.0,14.0,19.0
2019-10-15-15,16.0,10.0,15.0,19.0
2019-10-15-16,14.0,10.0,17.0,19.0
2019-10-15-17,16.0,9.0,19.0,18.0
2019-10-15-18,16.0,10.0,20.0,22.0
2019-10-15-19,21.0,12.0,20.0,23.0
2019-10-15-20,27.0,11.0,18.0,22.0
2019-10-15-21,29.0,11.0,16.0,19.0
2019-10-15-22,30.0,12.0,15.0,18.0
2019-10-15-23,30.0,13.0,15.0,20.0
2019-10-16-00,29.0,15.0,14.0,18.0
2019-10-16-01,26.0,15.0,14.0,19.0
2019-10-16-02,23.0,16.0,14.0,18.0
2019-10-16-03,19.0,15.0,15.0,19.0
2019-10-16-04,17.0,18.0,15.0,17.0
2019-10-16-05,16.0,19.0,16.0,18.0
2019-10-16-06,16.0,19.0,17.0,17.0
2019-10-16-07,17.0,20.0,19.0,17.0
2019-10-16-08,18.0,21.0,17.0,17.0
2019-10-16-09,17.0,17.0,15.0,16.0
2019-10-16-10,20.0,16.0,14.0,16.0
2019-10-16-11,22.0,14.0,14.0,16.0
2019-10-16-12,21.0,16.0,14.0,19.0
2019-10-16-13,14.0,17.0,14.0,17.0
2019-10-16-14,17.0,15.0,13.0,20.0
2019-10-16-15,17.0,14.0,13.0,19.0
2019-10-16-16,28.0,15.0,16.0,21.0
2019-10-16-17,44.0,16.0,18.0,21.0
2019-10-16-18,48.0,18.0,20.0,22.0
2019-10-16-19,41.0,19.0,20.0,24.0
2019-10-16-20,42.0,21.0,20.0,23.0
2019-10-16-21,46.0,17.0,20.0,23.0
2019-10-16-22,48.0,18.0,19.0,21.0
2019-10-16-23,49.0,15.0,17.0,22.0
2019-10-17-00,47.0,15.0,17.0,22.0
2019-10-17-01,48.0,16.0,17.0,17.0
2019-10-17-02,47.0,17.0,20.0,17.0
2019-10-17-03,46.0,17.0,21.0,16.0
2019-10-17-04,47.0,19.0,20.0,16.0
2019-10-17-05,48.0,18.0,20.0,17.0
2019-10-17-06,50.0,18.0,21.0,16.0
2019-10-17-07,50.0,18.0,21.0,19.0
2019-10-17-08,52.0,17.0,20.0,19.0
2019-10-17-09,54.0,18.0,19.0,15.0
2019-10-17-10,56.0,17.0,16.0,15.0
2019-10-17-11,59.0,17.0,15.0,15.0
2019-10-17-12,61.0,18.0,17.0,18.0
2019-10-17-13,61.0,21.0,16.0,20.0
2019-10-17-14,59.0,23.0,17.0,21.0
2019-10-17-15,57.0,24.0,20.0,23.0
2019-10-17-16,54.0,27.0,21.0,22.0
2019-10-17-17,57.0,27.0,22.0,19.0
2019-10-17-18,61.0,29.0,27.0,19.0
2019-10-17-19,61.0,28.0,20.0,17.0
2019-10-17-20,62.0,26.0,19.0,16.0
2019-10-17-21,60.0,25.0,20.0,15.0
2019-10-17-22,60.0,23.0,21.0,16.0
2019-10-17-23,58.0,24.0,19.0,15.0
2019-10-18-00,56.0,23.0,19.0,17.0
2019-10-18-01,55.0,25.0,21.0,17.0
2019-10-18-02,53.0,23.0,21.0,16.0
2019-10-18-03,51.0,19.0,20.0,15.0
2019-10-18-04,50.0,17.0,21.0,16.0
2019-10-18-05,46.0,16.0,21.0,17.0
2019-10-18-06,47.0,13.0,23.0,18.0
2019-10-18-07,43.0,12.0,24.0,18.0
2019-10-18-08,46.0,13.0,28.0,18.0
2019-10-18-09,50.0,14.0,29.0,18.0
2019-10-18-10,63.0,12.0,25.0,20.0
2019-10-18-11,68.0,11.0,25.0,20.0
2019-10-18-12,59.0,15.0,26.0,23.0
2019-10-18-13,51.0,19.0,28.0,22.0
2019-10-18-14,45.0,16.0,31.0,26.0
2019-10-18-15,47.0,15.0,30.0,32.0
2019-10-18-16,48.0,13.0,31.0,36.0
2019-10-18-17,52.0,14.0,32.0,32.0
2019-10-18-18,56.0,19.0,31.0,34.0
2019-10-18-19,72.0,22.0,30.0,33.0
2019-10-18-20,81.0,23.0,27.0,31.0
2019-10-18-21,89.0,21.0,26.0,32.0
2019-10-18-22,92.0,20.0,25.0,31.0
2019-10-18-23,91.0,22.0,25.0,28.0
2019-10-19-00,89.0,26.0,26.0,25.0
2019-10-19-01,85.0,25.0,28.0,27.0
2019-10-19-02,79.0,27.0,28.0,26.0
2019-10-19-03,76.0,29.0,29.0,27.0
2019-10-19-04,73.0,35.0,30.0,30.0
2019-10-19-05,70.0,35.0,30.0,30.0
2019-10-19-06,71.0,39.0,31.0,30.0
2019-10-19-07,75.0,44.0,31.0,32.0
2019-10-19-08,80.0,51.0,32.0,30.0
2019-10-19-09,97.0,50.0,30.0,31.0
2019-10-19-10,115.0,43.0,26.0,31.0
2019-10-19-11,128.0,33.0,24.0,29.0
2019-10-19-12,136.0,28.0,23.0,31.0
2019-10-19-13,140.0,30.0,21.0,32.0
2019-10-19-14,144.0,29.0,21.0,37.0
2019-10-19-15,153.0,27.0,22.0,35.0
2019-10-19-16,158.0,28.0,23.0,31.0
2019-10-19-17,163.0,26.0,24.0,28.0
2019-10-19-18,162.0,29.0,24.0,25.0
2019-10-19-19,165.0,31.0,23.0,25.0
2019-10-19-20,168.0,33.0,19.0,28.0
2019-10-19-21,168.0,37.0,19.0,27.0
2019-10-19-22,168.0,40.0,21.0,25.0
2019-10-19-23,168.0,43.0,21.0,22.0
2019-10-20-00,165.0,46.0,23.0,21.0
2019-10-20-01,157.0,50.0,26.0,18.0
2019-10-20-02,159.0,56.0,37.0,18.0
2019-10-20-03,167.0,56.0,37.0,21.0
2019-10-20-04,165.0,57.0,37.0,22.0
2019-10-20-05,157.0,60.0,36.0,23.0
2019-10-20-06,146.0,61.0,35.0,23.0
2019-10-20-07,139.0,63.0,35.0,23.0
2019-10-20-08,124.0,65.0,33.0,22.0
2019-10-20-09,121.0,58.0,31.0,23.0
2019-10-20-10,100.0,38.0,26.0,22.0
2019-10-20-11,60.0,34.0,25.0,24.0
2019-10-20-12,42.0,33.0,26.0,24.0
2019-10-20-13,41.0,32.0,23.0,25.0
2019-10-20-14,38.0,31.0,19.0,25.0
2019-10-20-15,32.0,25.0,19.0,26.0
2019-10-20-16,28.0,24.0,19.0,26.0
2019-10-20-17,26.0,29.0,21.0,30.0
2019-10-20-18,26.0,33.0,22.0,27.0
2019-10-20-19,28.0,36.0,24.0,23.0
2019-10-20-20,29.0,39.0,24.0,22.0
2019-10-20-21,30.0,40.0,23.0,21.0
2019-10-20-22,25.0,42.0,23.0,23.0
2019-10-20-23,21.0,46.0,24.0,24.0
2019-10-21-00,17.0,45.0,26.0,24.0
2019-10-21-01,11.0,46.0,26.0,22.0
2019-10-21-02,8.0,49.0,30.0,22.0
2019-10-21-03,8.0,52.0,30.0,23.0
2019-10-21-04,7.0,54.0,31.0,23.0
2019-10-21-05,9.0,56.0,30.0,25.0
2019-10-21-06,8.0,58.0,30.0,25.0
2019-10-21-07,8.0,55.0,31.0,27.0
2019-10-21-08,9.0,50.0,33.0,24.0
2019-10-21-09,9.0,39.0,32.0,23.0
2019-10-21-10,9.0,26.0,30.0,22.0
2019-10-21-11,10.0,24.0,24.0,24.0
2019-10-21-12,11.0,26.0,23.0,24.0
2019-10-21-13,10.0,28.0,22.0,27.0
2019-10-21-14,13.0,27.0,25.0,32.0
2019-10-21-15,13.0,23.0,26.0,34.0
2019-10-21-16,15.0,24.0,25.0,35.0
2019-10-21-17,20.0,26.0,25.0,35.0
2019-10-21-18,23.0,23.0,27.0,34.0
2019-10-21-19,27.0,24.0,27.0,32.0
2019-10-21-20,34.0,22.0,25.0,32.0
2019-10-21-21,38.0,23.0,23.0,32.0
2019-10-21-22,37.0,24.0,23.0,27.0
2019-10-21-23,36.0,26.0,24.0,21.0
2019-10-22-00,34.0,28.0,26.0,22.0
2019-10-22-01,33.0,29.0,26.0,27.0
2019-10-22-02,31.0,31.0,27.0,26.0
2019-10-22-03,30.0,27.0,28.0,23.0
2019-10-22-04,24.0,29.0,29.0,26.0
2019-10-22-05,21.0,31.0,29.0,26.0
2019-10-22-06,21.0,31.0,28.0,28.0
2019-10-22-07,20.0,35.0,28.0,29.0
2019-10-22-08,21.0,41.0,26.0,31.0
2019-10-22-09,25.0,37.0,26.0,32.0
2019-10-22-10,26.0,22.0,26.0,25.0
2019-10-22-11,30.0,19.0,25.0,20.0
2019-10-22-12,33.0,20.0,25.0,21.0
2019-10-22-13,43.0,24.0,24.0,22.0
2019-10-22-14,50.0,25.0,25.0,23.0
2019-10-22-15,56.0,27.0,21.0,23.0
2019-10-22-16,59.0,30.0,23.0,23.0
2019-10-22-17,59.0,30.0,28.0,23.0
2019-10-22-18,61.0,28.0,27.0,26.0
2019-10-22-19,66.0,32.0,29.0,26.0
2019-10-22-20,71.0,34.0,29.0,25.0
2019-10-22-21,74.0,36.0,27.0,27.0
2019-10-22-22,68.0,35.0,26.0,30.0
2019-10-22-23,66.0,39.0,27.0,33.0
2019-10-23-00,64.0,44.0,31.0,36.0
2019-10-23-01,62.0,41.0,31.0,44.0
2019-10-23-02,57.0,35.0,30.0,39.0
2019-10-23-03,56.0,31.0,32.0,32.0
2019-10-23-04,56.0,34.0,32.0,33.0
2019-10-23-05,58.0,38.0,30.0,31.0
2019-10-23-06,56.0,43.0,28.0,29.0
2019-10-23-07,60.0,50.0,29.0,26.0
2019-10-23-08,64.0,54.0,29.0,24.0
2019-10-23-09,70.0,53.0,26.0,21.0
2019-10-23-10,74.0,39.0,23.0,21.0
2019-10-23-11,78.0,33.0,23.0,21.0
2019-10-23-12,77.0,40.0,22.0,24.0
2019-10-23-13,77.0,47.0,20.0,26.0
2019-10-23-14,78.0,40.0,22.0,25.0
2019-10-23-15,79.0,27.0,26.0,24.0
2019-10-23-16,83.0,23.0,24.0,24.0
2019-10-23-17,88.0,25.0,29.0,25.0
2019-10-23-18,94.0,25.0,29.0,28.0
2019-10-23-19,100.0,34.0,28.0,30.0
2019-10-23-20,108.0,31.0,29.0,36.0
2019-10-23-21,110.0,29.0,27.0,36.0
2019-10-23-22,109.0,26.0,26.0,35.0
2019-10-23-23,110.0,27.0,25.0,41.0
2019-10-24-00,109.0,29.0,26.0,41.0
2019-10-24-01,105.0,28.0,32.0,47.0
2019-10-24-02,101.0,29.0,32.0,47.0
2019-10-24-03,96.0,28.0,37.0,43.0
2019-10-24-04,92.0,33.0,35.0,32.0
2019-10-24-05,97.0,33.0,35.0,30.0
2019-10-24-06,105.0,30.0,34.0,29.0
2019-10-24-07,107.0,29.0,34.0,28.0
2019-10-24-08,111.0,29.0,34.0,27.0
2019-10-24-09,141.0,26.0,34.0,26.0
2019-10-24-10,165.0,24.0,26.0,25.0
2019-10-24-11,160.0,26.0,24.0,21.0
2019-10-24-12,155.0,32.0,28.0,24.0
2019-10-24-13,100.0,34.0,32.0,29.0
2019-10-24-14,17.0,32.0,37.0,31.0
2019-10-24-15,11.0,28.0,35.0,29.0
2019-10-24-16,8.0,30.0,32.0,33.0
2019-10-24-17,6.0,28.0,26.0,34.0
2019-10-24-18,7.0,23.0,21.0,34.0
2019-10-24-19,5.0,16.0,24.0,34.0
2019-10-24-20,5.0,21.0,25.0,32.0
2019-10-24-21,5.0,21.0,26.0,31.0
2019-10-24-22,5.0,25.0,21.0,28.0
2019-10-24-23,4.0,23.0,19.0,30.0
2019-10-25-00,5.0,23.0,20.0,30.0
2019-10-25-01,5.0,25.0,22.0,28.0
2019-10-25-02,3.0,26.0,24.0,29.0
2019-10-25-03,4.0,27.0,24.0,24.0
2019-10-25-04,4.0,25.0,24.0,21.0
2019-10-25-05,5.0,26.0,26.0,17.0
2019-10-25-06,5.0,30.0,27.0,17.0
2019-10-25-07,4.0,34.0,29.0,18.0
2019-10-25-08,4.0,37.0,33.0,19.0
2019-10-25-09,4.0,30.0,34.0,21.0
2019-10-25-10,4.0,21.0,35.0,22.0
2019-10-25-11,5.0,25.0,35.0,25.0
2019-10-25-12,7.0,32.0,39.0,31.0
2019-10-25-13,5.0,40.0,47.0,39.0
2019-10-25-14,7.0,47.0,40.0,41.0
2019-10-25-15,5.0,55.0,38.0,41.0
2019-10-25-16,6.0,66.0,34.0,42.0
2019-10-25-17,6.0,71.0,31.0,42.0
2019-10-25-18,8.0,78.0,32.0,39.0
2019-10-25-19,11.0,88.0,35.0,34.0
2019-10-25-20,16.0,100.0,31.0,30.0
2019-10-25-21,18.0,95.0,28.0,28.0
2019-10-25-22,20.0,73.0,23.0,24.0
2019-10-25-23,21.0,51.0,24.0,27.0
2019-10-26-00,20.0,43.0,23.0,31.0
2019-10-26-01,22.0,39.0,22.0,37.0
2019-10-26-02,17.0,29.0,23.0,38.0
2019-10-26-03,12.0,23.0,23.0,33.0
2019-10-26-04,13.0,19.0,18.0,27.0
2019-10-26-05,9.0,18.0,17.0,22.0
2019-10-26-06,9.0,19.0,19.0,20.0
2019-10-26-07,9.0,17.0,26.0,19.0
2019-10-26-08,11.0,16.0,36.0,18.0
2019-10-26-09,12.0,16.0,42.0,18.0
2019-10-26-10,13.0,15.0,44.0,16.0
2019-10-26-11,14.0,17.0,41.0,20.0
2019-10-26-12,19.0,19.0,40.0,25.0
2019-10-26-13,21.0,21.0,40.0,28.0
2019-10-26-14,28.0,24.0,42.0,32.0
2019-10-26-15,39.0,21.0,41.0,35.0
2019-10-26-16,49.0,20.0,46.0,37.0
2019-10-26-17,49.0,22.0,57.0,43.0
2019-10-26-18,50.0,19.0,55.0,39.0
2019-10-26-19,47.0,20.0,56.0,39.0
2019-10-26-20,53.0,21.0,57.0,43.0
2019-10-26-21,55.0,18.0,60.0,46.0
2019-10-26-22,56.0,16.0,65.0,57.0
2019-10-26-23,55.0,15.0,67.0,63.0
2019-10-27-00,53.0,15.0,69.0,63.0
2019-10-27-01,51.0,14.0,69.0,63.0
2019-10-27-02,45.0,16.0,73.0,62.0
2019-10-27-03,42.0,17.0,75.0,56.0
2019-10-27-04,42.0,14.0,79.0,49.0
2019-10-27-05,43.0,14.0,85.0,46.0
2019-10-27-06,43.0,16.0,88.0,42.0
2019-10-27-07,47.0,15.0,87.0,41.0
2019-10-27-08,48.0,15.0,77.0,38.0
2019-10-27-09,48.0,16.0,68.0,35.0
2019-10-27-10,51.0,13.0,53.0,30.0
2019-10-27-11,50.0,11.0,44.0,24.0
2019-10-27-12,49.0,12.0,40.0,27.0
2019-10-27-13,49.0,12.0,39.0,33.0
2019-10-27-14,49.0,14.0,34.0,38.0
2019-10-27-15,45.0,15.0,27.0,41.0
2019-10-27-16,46.0,17.0,23.0,42.0
2019-10-27-17,47.0,17.0,19.0,41.0
2019-10-27-18,50.0,20.0,18.0,43.0
2019-10-27-19,60.0,28.0,19.0,36.0
2019-10-27-20,64.0,40.0,20.0,33.0
2019-10-27-21,71.0,47.0,19.0,23.0
2019-10-27-22,78.0,49.0,14.0,15.0
2019-10-27-23,81.0,49.0,9.0,15.0
2019-10-28-00,79.0,52.0,7.0,19.0
2019-10-28-01,75.0,54.0,5.0,16.0
2019-10-28-02,72.0,54.0,6.0,16.0
2019-10-28-03,65.0,55.0,9.0,17.0
2019-10-28-04,49.0,53.0,8.0,16.0
2019-10-28-05,45.0,52.0,8.0,18.0
2019-10-28-06,38.0,53.0,7.0,19.0
2019-10-28-07,46.0,53.0,6.0,25.0
2019-10-28-08,44.0,56.0,6.0,24.0
2019-10-28-09,30.0,51.0,8.0,24.0
2019-10-28-10,19.0,48.0,8.0,24.0
2019-10-28-11,12.0,53.0,7.0,26.0
2019-10-28-12,11.0,49.0,11.0,31.0
2019-10-28-13,8.0,45.0,9.0,34.0
2019-10-28-14,11.0,47.0,8.0,41.0
2019-10-28-15,7.0,50.0,9.0,39.0
2019-10-28-16,8.0,50.0,8.0,30.0
2019-10-28-17,7.0,53.0,8.0,20.0
2019-10-28-18,9.0,63.0,8.0,13.0
2019-10-28-19,9.0,75.0,8.0,17.0
2019-10-28-20,7.0,86.0,8.0,17.0
2019-10-28-21,8.0,87.0,8.0,18.0
2019-10-28-22,10.0,94.0,7.0,18.0
2019-10-28-23,10.0,97.0,7.0,18.0
2019-10-29-00,14.0,92.0,8.0,18.0
2019-10-29-01,11.0,89.0,11.0,14.0
2019-10-29-02,12.0,82.0,13.0,13.0
2019-10-29-03,14.0,74.0,11.0,12.0
2019-10-29-04,10.0,65.0,8.0,11.0
2019-10-29-05,11.0,60.0,8.0,10.0
2019-10-29-06,10.0,61.0,7.0,9.0
2019-10-29-07,15.0,69.0,7.0,8.0
2019-10-29-08,17.0,75.0,8.0,7.0
2019-10-29-09,19.0,89.0,9.0,6.0
2019-10-29-10,23.0,104.0,10.0,10.0
2019-10-29-11,32.0,119.0,9.0,6.0
2019-10-29-12,38.0,114.0,9.0,7.0
2019-10-29-13,43.0,107.0,12.0,6.0
2019-10-29-14,45.0,93.0,18.0,7.0
2019-10-29-15,43.0,78.0,27.0,8.0
2019-10-29-16,39.0,63.0,30.0,13.0
2019-10-29-17,40.0,57.0,36.0,15.0
2019-10-29-18,46.0,54.0,43.0,15.0
2019-10-29-19,47.0,51.0,44.0,18.0
2019-10-29-20,50.0,47.0,44.0,22.0
2019-10-29-21,57.0,42.0,43.0,26.0
2019-10-29-22,57.0,39.0,43.0,30.0
2019-10-29-23,57.0,38.0,45.0,31.0
2019-10-30-00,53.0,36.0,46.0,29.0
2019-10-30-01,51.0,38.0,46.0,31.0
2019-10-30-02,49.0,39.0,48.0,29.0
2019-10-30-03,48.0,42.0,49.0,29.0
2019-10-30-04,44.0,40.0,49.0,30.0
2019-10-30-05,44.0,40.0,50.0,33.0
2019-10-30-06,45.0,40.0,53.0,36.0
2019-10-30-07,47.0,43.0,54.0,39.0
2019-10-30-08,51.0,46.0,53.0,44.0
2019-10-30-09,50.0,44.0,52.0,49.0
2019-10-30-10,48.0,40.0,50.0,47.0
2019-10-30-11,51.0,44.0,51.0,48.0
2019-10-30-12,51.0,51.0,51.0,50.0
2019-10-30-13,51.0,55.0,50.0,50.0
2019-10-30-14,56.0,58.0,47.0,48.0
2019-10-30-15,54.0,60.0,42.0,47.0
2019-10-30-16,56.0,60.0,36.0,49.0
2019-10-30-17,61.0,60.0,35.0,51.0
2019-10-30-18,61.0,51.0,40.0,52.0
2019-10-30-19,65.0,46.0,43.0,61.0
2019-10-30-20,66.0,46.0,43.0,60.0
2019-10-30-21,68.0,44.0,41.0,47.0
2019-10-30-22,63.0,41.0,38.0,41.0
2019-10-30-23,64.0,41.0,36.0,37.0
2019-10-31-00,62.0,40.0,35.0,36.0
2019-10-31-01,62.0,39.0,35.0,33.0
2019-10-31-02,59.0,40.0,35.0,34.0
2019-10-31-03,55.0,39.0,37.0,34.0
2019-10-31-04,52.0,40.0,37.0,33.0
2019-10-31-05,52.0,41.0,39.0,32.0
2019-10-31-06,47.0,43.0,37.0,32.0
2019-10-31-07,42.0,44.0,39.0,31.0
2019-10-31-08,40.0,49.0,43.0,29.0
2019-10-31-09,40.0,54.0,41.0,28.0
2019-10-31-10,36.0,58.0,41.0,28.0
2019-10-31-11,26.0,59.0,37.0,24.0
2019-10-31-12,23.0,60.0,30.0,21.0
2019-10-31-13,18.0,61.0,30.0,22.0
2019-10-31-14,15.0,60.0,31.0,22.0
2019-10-31-15,13.0,59.0,30.0,24.0
2019-10-31-16,13.0,59.0,27.0,25.0
2019-10-31-17,15.0,56.0,28.0,28.0
2019-10-31-18,23.0,56.0,34.0,32.0
2019-10-31-19,32.0,59.0,33.0,36.0
2019-10-31-20,40.0,61.0,31.0,34.0
2019-10-31-21,45.0,58.0,26.0,34.0
2019-10-31-22,49.0,52.0,23.0,31.0
2019-10-31-23,48.0,47.0,22.0,32.0
2019-11-01-00,37.0,47.0,25.0,29.0
2019-11-01-01,34.0,44.0,26.0,22.0
2019-11-01-02,33.0,43.0,26.0,23.0
2019-11-01-03,34.0,42.0,29.0,19.0
2019-11-01-04,34.0,40.0,30.0,17.0
2019-11-01-05,33.0,39.0,27.0,15.0
2019-11-01-06,25.0,37.0,26.0,16.0
2019-11-01-07,25.0,39.0,28.0,17.0
2019-11-01-08,31.0,44.0,29.0,16.0
2019-11-01-09,35.0,40.0,26.0,16.0
2019-11-01-10,32.0,34.0,19.0,17.0
2019-11-01-11,30.0,33.0,19.0,18.0
2019-11-01-12,27.0,32.0,20.0,18.0
2019-11-01-13,26.0,34.0,19.0,18.0
2019-11-01-14,30.0,36.0,18.0,22.0
2019-11-01-15,24.0,36.0,16.0,23.0
2019-11-01-16,20.0,40.0,14.0,23.0
2019-11-01-17,18.0,42.0,13.0,22.0
2019-11-01-18,18.0,42.0,14.0,21.0
2019-11-01-19,20.0,46.0,15.0,23.0
2019-11-01-20,17.0,47.0,14.0,23.0
2019-11-01-21,15.0,52.0,13.0,21.0
2019-11-01-22,16.0,55.0,12.0,20.0
2019-11-01-23,19.0,56.0,12.0,17.0
2019-11-02-00,17.0,58.0,11.0,16.0
2019-11-02-01,17.0,62.0,12.0,17.0
2019-11-02-02,18.0,69.0,14.0,15.0
2019-11-02-03,18.0,74.0,14.0,11.0
2019-11-02-04,20.0,84.0,17.0,11.0
2019-11-02-05,19.0,94.0,15.0,10.0
2019-11-02-06,21.0,101.0,14.0,13.0
2019-11-02-07,20.0,102.0,14.0,13.0
2019-11-02-08,20.0,105.0,14.0,18.0
2019-11-02-09,24.0,104.0,13.0,15.0
2019-11-02-10,25.0,79.0,12.0,12.0
2019-11-02-11,25.0,67.0,12.0,11.0
2019-11-02-12,28.0,62.0,15.0,12.0
2019-11-02-13,30.0,56.0,16.0,16.0
2019-11-02-14,29.0,51.0,18.0,17.0
2019-11-02-15,34.0,50.0,20.0,20.0
2019-11-02-16,35.0,51.0,21.0,18.0
2019-11-02-17,37.0,53.0,27.0,21.0
2019-11-02-18,36.0,57.0,32.0,24.0
2019-11-02-19,36.0,63.0,32.0,24.0
2019-11-02-20,38.0,69.0,32.0,17.0
2019-11-02-21,40.0,69.0,30.0,19.0
2019-11-02-22,39.0,68.0,30.0,21.0
2019-11-02-23,38.0,68.0,34.0,24.0
2019-11-03-00,39.0,68.0,36.0,26.0
2019-11-03-01,38.0,65.0,35.0,25.0
2019-11-03-02,36.0,64.0,34.0,25.0
2019-11-03-03,37.0,60.0,32.0,25.0
2019-11-03-04,37.0,54.0,32.0,26.0
2019-11-03-05,37.0,50.0,32.0,27.0
2019-11-03-06,40.0,48.0,32.0,28.0
2019-11-03-07,39.0,39.0,33.0,27.0
2019-11-03-08,36.0,25.0,33.0,27.0
2019-11-03-09,34.0,17.0,34.0,27.0
2019-11-03-10,30.0,17.0,35.0,23.0
2019-11-03-11,25.0,16.0,38.0,24.0
2019-11-03-12,23.0,20.0,38.0,26.0
2019-11-03-13,21.0,23.0,38.0,30.0
2019-11-03-14,21.0,24.0,40.0,33.0
2019-11-03-15,21.0,24.0,43.0,35.0
2019-11-03-16,23.0,19.0,36.0,40.0
2019-11-03-17,29.0,13.0,37.0,47.0
2019-11-03-18,31.0,12.0,51.0,47.0
2019-11-03-19,32.0,14.0,56.0,47.0
2019-11-03-20,34.0,15.0,57.0,47.0
2019-11-03-21,39.0,14.0,54.0,48.0
2019-11-03-22,43.0,13.0,50.0,46.0
2019-11-03-23,41.0,17.0,44.0,47.0
2019-11-04-00,38.0,21.0,38.0,43.0
2019-11-04-01,38.0,22.0,34.0,42.0
2019-11-04-02,40.0,23.0,30.0,48.0
2019-11-04-03,43.0,21.0,29.0,49.0
2019-11-04-04,42.0,22.0,29.0,40.0
2019-11-04-05,41.0,23.0,30.0,31.0
2019-11-04-06,37.0,24.0,34.0,28.0
2019-11-04-07,33.0,24.0,39.0,24.0
2019-11-04-08,28.0,26.0,41.0,23.0
2019-11-04-09,28.0,33.0,37.0,20.0
2019-11-04-10,31.0,40.0,34.0,21.0
2019-11-04-11,36.0,40.0,34.0,23.0
2019-11-04-12,44.0,43.0,32.0,25.0
2019-11-04-13,47.0,48.0,30.0,28.0
2019-11-04-14,50.0,47.0,26.0,29.0
2019-11-04-15,51.0,38.0,21.0,35.0
2019-11-04-16,56.0,34.0,18.0,37.0
2019-11-04-17,60.0,33.0,17.0,38.0
2019-11-04-18,64.0,37.0,16.0,35.0
2019-11-04-19,68.0,39.0,19.0,28.0
2019-11-04-20,75.0,41.0,19.0,24.0
2019-11-04-21,79.0,38.0,23.0,22.0
2019-11-04-22,80.0,29.0,23.0,19.0
2019-11-04-23,86.0,20.0,25.0,17.0
2019-11-05-00,78.0,15.0,27.0,19.0
2019-11-05-01,73.0,13.0,28.0,20.0
2019-11-05-02,66.0,12.0,30.0,20.0
2019-11-05-03,62.0,11.0,32.0,21.0
2019-11-05-04,54.0,10.0,33.0,22.0
2019-11-05-05,47.0,12.0,32.0,22.0
2019-11-05-06,48.0,11.0,33.0,22.0
2019-11-05-07,47.0,13.0,32.0,22.0
2019-11-05-08,50.0,17.0,29.0,24.0
2019-11-05-09,42.0,19.0,26.0,23.0
2019-11-05-10,31.0,15.0,25.0,24.0
2019-11-05-11,31.0,14.0,25.0,25.0
2019-11-05-12,45.0,18.0,26.0,25.0
2019-11-05-13,58.0,22.0,26.0,24.0
2019-11-05-15,60.0,20.0,30.0,29.0
2019-11-05-16,50.0,16.0,31.0,34.0
2019-11-05-17,39.0,16.0,32.0,40.0
2019-11-05-18,34.0,17.0,32.0,40.0
2019-11-05-19,29.0,19.0,31.0,41.0
2019-11-05-20,25.0,16.0,32.0,36.0
2019-11-05-21,23.0,19.0,34.0,34.0
2019-11-05-22,19.0,18.0,35.0,31.0
2019-11-05-23,20.0,15.0,31.0,27.0
2019-11-06-00,20.0,14.0,25.0,25.0
2019-11-06-01,21.0,14.0,19.0,27.0
